date,comm_net,noncomm_net,open_interest,comm_positions_long_all,comm_positions_short_all,noncomm_positions_long_all,noncomm_positions_short_all
1993-03-16,-2812,872,6054,2323,5135,872,0
1993-03-23,-2485,1059,3633,319,2804,1059,0
1993-03-30,-2350,1059,3480,309,2659,1059,0
1993-04-06,-436,327,2558,502,938,327,0
1993-04-13,-883,548,2612,239,1122,548,0
1993-04-20,-2044,656,3067,0,2044,656,0
1993-04-27,-2069,650,3445,379,2448,650,0
1993-05-04,-879,319,3026,788,1667,319,0
1993-05-11,-191,319,4197,2286,2477,319,0
1993-05-18,461,25,4336,2939,2478,241,216
1993-05-25,889,-60,4524,2946,2057,273,333
1993-06-01,1310,-459,5062,3461,2151,232,691
1993-06-08,1493,-533,7243,5022,3529,273,806
1993-06-15,1730,-588,7000,5167,3437,218,806
1993-06-22,1430,-877,3685,2655,1225,0,877
1993-06-29,1821,-981,4041,2926,1105,0,981
1993-07-06,1845,-781,4027,2730,885,0,781
1993-07-13,1493,-708,3991,2705,1212,0,708
1993-07-20,1507,-940,3967,2625,1118,0,940
1993-07-27,1423,-953,3842,2523,1100,0,953
1993-08-03,-476,-420,4849,2367,2843,230,650
1993-08-10,-1010,704,4638,1501,2511,1230,526
1993-08-17,-1117,2115,5953,1492,2609,2851,736
1993-08-24,137,1102,5447,1891,1754,2013,911
1993-08-31,5,964,5500,1718,1713,2104,1140
1993-09-07,3703,-1775,7970,5730,2027,200,1975
1993-09-14,5277,-2131,8799,6629,1352,0,2131
1993-09-21,3902,-2201,6173,4288,386,0,2201
1993-09-28,3990,-2201,5781,3990,0,0,2201
1993-10-05,4094,-2630,5950,4137,43,0,2630
1993-10-12,2382,-1735,4801,2807,425,0,1735
1993-10-19,1220,-1265,4181,2019,799,0,1265
1993-10-26,967,-1149,4008,2019,1052,0,1149
1993-11-02,54,-145,4487,2044,1990,449,594
1993-11-09,-1131,428,5081,2044,3175,799,371
1993-11-16,549,-413,3798,2064,1515,0,413
1993-11-23,572,-413,3727,2025,1453,0,413
1993-11-30,797,-413,3855,2025,1228,0,413
1993-12-07,157,-308,4982,2105,1948,0,308
1993-12-14,-413,-9,5541,2075,2488,337,346
1993-12-21,-3423,1328,5093,324,3747,1814,486
1993-12-28,-3837,1560,5332,324,4161,1560,0
1994-01-04,-4782,2242,6804,324,5106,2572,330
1994-01-11,-5130,2499,7171,324,5454,2882,383
1994-01-18,-5751,3051,7943,324,6075,3434,383
1994-01-25,-7246,4590,8978,324,7570,4590,0
1994-02-01,-6130,3474,8042,324,6454,3474,0
1994-02-08,-6044,3467,8061,324,6368,3467,0
1994-02-15,-4584,3159,7178,324,4908,3159,0
1994-02-22,-4902,3545,7354,324,5226,3545,0
1994-03-01,-5315,3708,7653,324,5639,3708,0
1994-03-08,-3184,2640,8150,1404,4588,2640,0
1994-03-15,-2852,1285,7029,386,3238,1557,272
1994-03-22,-2413,1478,4480,494,2907,1750,272
1994-03-29,-856,830,3931,723,1579,1102,272
1994-04-05,166,-400,3939,1255,1089,466,866
1994-04-12,-3773,1226,6288,561,4334,1226,0
1994-04-19,-3779,1461,6157,591,4370,1461,0
1994-04-26,-3396,1379,6137,990,4386,1379,0
1994-05-03,-2572,1490,5365,990,3562,1490,0
1994-05-10,-2520,1077,5873,1324,3844,1077,0
1994-05-17,-4085,1709,7632,1324,5409,2220,511
1994-05-24,-6003,2883,9553,713,6716,3307,424
1994-05-31,-5902,2924,9728,727,6629,3272,348
1994-06-07,-5593,2647,10944,1564,7157,3152,505
1994-06-14,-6402,2589,11625,2636,9038,2589,0
1994-06-21,-6059,2967,8455,411,6470,3258,291
1994-06-28,-515,178,6314,2639,3154,387,209
1994-07-05,-311,396,6183,2738,3049,811,415
1994-07-12,-1278,1302,6575,2325,3603,1511,209
1994-07-19,-1612,1484,6386,2330,3942,1693,209
1994-07-26,-3716,2235,7881,2072,5788,2235,0
1994-08-02,-2763,2524,8026,2743,5506,2524,0
1994-08-09,-5035,3113,9023,1776,6811,3113,0
1994-08-16,-4953,3177,8892,1751,6704,3177,0
1994-08-23,-1995,1670,8302,3218,5213,1670,0
1994-08-30,-4268,2227,8225,1708,5976,2227,0
1994-09-06,-4233,2190,8172,1721,5954,2190,0
1994-09-13,-3139,1933,11206,4610,7749,2425,492
1994-09-20,-3006,1300,10354,1145,4151,2109,809
1994-09-27,-1806,1306,5734,1565,3371,1306,0
1994-10-04,-2270,1296,5589,1555,3825,1296,0
1994-10-11,-1142,1259,5775,2171,3313,1259,0
1994-10-18,-949,1010,6166,2450,3399,1438,428
1994-10-25,2999,-2683,12615,6215,3216,3459,6142
1994-11-01,-1650,513,6064,2033,3683,1055,542
1994-11-08,-8912,6538,12643,500,9412,7647,1109
1994-11-15,-9909,7392,13920,758,10667,8501,1109
1994-11-22,-11412,9051,15832,758,12170,10368,1317
1994-11-29,-9432,6828,14533,740,10172,8370,1542
1994-12-06,-9636,6766,14612,968,10604,8133,1367
1994-12-13,-9791,7049,22042,7823,17614,8416,1367
1994-12-20,-12208,8570,22468,632,12840,8775,205
1994-12-27,-12131,8825,15338,612,12743,9030,205
1995-01-03,-10888,7941,14450,958,11846,7941,0
1995-01-10,-8219,6114,13810,2911,11130,6601,487
1995-01-17,-3150,2127,13595,7587,10737,2696,569
1995-01-24,-3471,2657,13266,7025,10496,2981,324
1995-01-31,-2592,1381,13355,8347,10939,1685,304
1995-02-07,3225,-1920,14232,10914,7689,480,2400
1995-02-14,3565,-2651,14552,10646,7081,457,3108
1995-02-21,5198,-3216,15385,12226,7028,484,3700
1995-02-28,4886,-3173,15585,11998,7112,496,3669
1995-03-07,4947,-1948,18237,15356,10409,468,2416
1995-03-14,3505,-1561,18170,6329,2824,0,1561
1995-03-21,5860,-3962,9693,7774,1914,0,3962
1995-03-28,6232,-3961,9454,8007,1775,0,3961
1995-04-04,4585,-2702,8873,7094,2509,0,2702
1995-04-11,3587,-1593,8804,7163,3576,0,1593
1995-04-18,3061,-1509,8911,6824,3763,0,1509
1995-04-25,4166,-1832,8740,6997,2831,0,1832
1995-05-02,3811,-1696,8702,7035,3224,0,1696
1995-05-09,1843,-784,8391,6975,5132,0,784
1995-05-16,1838,-877,8673,6979,5141,0,877
1995-05-23,3184,-1962,9944,7241,4057,283,2245
1995-05-30,3455,-1822,9857,7450,3995,216,2038
1995-06-06,3707,-2027,10803,8120,4413,265,2292
1995-06-13,3281,-1906,10554,7709,4428,0,1906
1995-06-20,1888,-647,6390,4417,2529,288,935
1995-06-27,2361,-1326,7633,5526,3165,390,1716
1995-07-03,3205,-1550,9329,6555,3350,873,2423
1995-07-11,3300,-1316,8070,6260,2960,404,1720
1995-07-18,-2021,1227,7978,4320,6341,1227,0
1995-07-25,-3421,1671,9233,4270,7691,1671,0
1995-08-01,-4175,1833,9782,4203,8378,1833,0
1995-08-08,-6691,2797,11999,3854,10545,2797,0
1995-08-15,-6424,1903,10621,2710,9134,1903,0
1995-08-22,-3434,673,9767,4347,7781,673,0
1995-08-29,-7042,3719,13843,4069,11111,4184,465
1995-09-05,-8246,4443,14272,3344,11590,5029,586
1995-09-12,-9120,5067,21811,9896,19016,5846,779
1995-09-19,-11485,6974,13053,493,11978,7214,240
1995-09-26,-6123,1955,10658,3061,9184,2332,377
1995-10-03,-7295,3185,11101,2355,9650,3185,0
1995-10-10,-7099,3148,10598,2178,9277,3148,0
1995-10-17,-6627,2838,9983,2289,8916,2838,0
1995-10-24,-4024,1200,9732,3534,7558,1578,378
1995-10-31,-4219,1666,9371,3555,7774,1666,0
1995-11-07,-4126,1702,10364,4704,8830,1702,0
1995-11-14,991,-208,11496,8631,7640,687,895
1995-11-21,1707,-520,11845,8948,7241,708,1228
1995-11-28,1519,-28,12525,9735,8216,664,692
1995-12-05,923,-305,11968,9170,8247,616,921
1995-12-12,879,-148,12803,9818,8939,773,921
1995-12-19,1396,0,4349,2744,1348,0,0
1995-12-26,1396,0,4429,2810,1414,0,0
1996-01-02,-666,-230,5504,2729,3395,0,230
1996-01-09,-1475,-253,6339,2998,4473,0,253
1996-01-16,-1051,0,6335,3469,4520,0,0
1996-01-23,2715,-1588,7873,5042,2327,232,1820
1996-01-30,1943,-823,7639,5376,3433,0,823
1996-02-06,-6776,2268,11359,2502,9278,3057,789
1996-02-13,-5781,2637,11360,2579,8360,3270,633
1996-02-20,-5738,2532,11180,2562,8300,3212,680
1996-02-27,-7024,2797,12413,2940,9964,3755,958
1996-03-05,-7706,3706,13708,2779,10485,4654,948
1996-03-12,-9126,4890,20778,8022,17148,6105,1215
1996-03-19,-9676,5679,12076,320,9996,6256,577
1996-03-26,-10298,5403,12199,320,10618,5756,353
1996-04-02,-11897,6926,14279,631,12528,7140,214
1996-04-09,-10065,5403,12703,1121,11186,5403,0
1996-04-16,-8742,4649,12313,1321,10063,4881,232
1996-04-23,-8208,4889,11581,1125,9333,4889,0
1996-04-30,-8317,4808,11517,1163,9480,4808,0
1996-05-07,-9490,5581,13070,1198,10688,5581,0
1996-05-14,-10410,6106,13667,809,11219,6106,0
1996-05-21,-9561,5514,12455,409,9970,5514,0
1996-05-28,-9118,5620,11859,409,9527,5620,0
1996-06-04,-8280,5198,11398,409,8689,5198,0
1996-06-11,-5117,3425,11026,2937,8054,3425,0
1996-06-18,-4462,2491,8227,1332,5794,2750,259
1996-06-25,-4629,2999,8935,1781,6410,3258,259
1996-07-02,-190,202,9830,5604,5794,1297,1095
1996-07-09,-1271,417,9413,4597,5868,1114,697
1996-07-16,-2803,1260,9829,3942,6745,1765,505
1996-07-23,-1832,127,9436,4676,6508,732,605
1996-07-30,2086,-1358,10831,7863,5777,0,1358
1996-08-06,4524,-2190,12768,10028,5504,0,2190
1996-08-13,4757,-1919,12942,10261,5504,0,1919
1996-08-20,839,-313,11993,8382,7543,0,313
1996-08-27,-1267,0,10419,6356,7623,0,0
1996-09-03,-2072,223,10737,5869,7941,223,0
1996-09-10,-8122,3593,17159,6060,14182,3593,0
1996-09-17,-4426,764,9912,3660,8086,764,0
1996-09-24,-1383,-200,9679,5528,6911,0,200
1996-10-01,-401,-322,9799,6232,6633,284,606
1996-10-08,-1273,-322,9970,5441,6714,284,606
1996-10-15,-1244,284,9328,4875,6119,284,0
1996-10-22,-3742,1496,10910,4099,7841,1496,0
1996-10-29,-1581,284,10288,5876,7457,284,0
1996-11-05,-44,64,9776,6451,6495,284,220
1996-11-12,2404,-740,11094,8170,5766,284,1024
1996-11-19,-777,924,11525,7268,8045,924,0
1996-11-26,-11926,6004,19115,3542,15468,6004,0
1996-12-03,-5127,1930,16800,7429,12556,1930,0
1996-12-10,-3414,997,14688,8247,11661,997,0
1996-12-17,-2785,211,8794,4450,7235,211,0
1996-12-24,-2275,171,8600,4800,7075,171,0
1996-12-31,-2018,171,8677,4883,6901,171,0
1997-01-07,-434,-20,9074,5705,6139,235,255
1997-01-14,5902,-3796,13572,10702,4800,0,3796
1997-01-21,6308,-3806,13968,10982,4674,0,3806
1997-01-28,6777,-4293,15136,11909,5132,0,4293
1997-02-04,8214,-5296,16582,13271,5057,430,5726
1997-02-11,9558,-5872,17766,14690,5132,272,6144
1997-02-18,8734,-5608,18159,14485,5751,333,5941
1997-02-25,4654,-2134,17566,12499,7845,1261,3395
1997-03-04,-60,351,14986,8960,9020,1127,776
1997-03-11,-322,1198,16583,10925,11247,1198,0
1997-03-18,-4229,1569,12968,5534,9763,1780,211
1997-03-25,-3073,895,12651,6051,9124,1156,261
1997-04-01,-2977,254,12698,6628,9605,738,484
1997-04-08,1195,-745,12029,7764,6569,0,745
1997-04-15,2282,-488,11609,8613,6331,0,488
1997-04-22,2317,-489,12229,9892,7575,0,489
1997-04-29,2574,-703,12313,10013,7439,0,703
1997-05-06,970,-57,12108,9485,8515,430,487
1997-05-13,2179,-490,11781,9166,6987,206,696
1997-05-20,1807,-662,12977,9483,7676,206,868
1997-05-27,7333,-5078,16207,12893,5560,0,5078
1997-06-03,8780,-6631,17438,14122,5342,0,6631
1997-06-10,8504,-6048,20092,15898,7394,0,6048
1997-06-17,12599,-7466,17272,14778,2179,0,7466
1997-06-24,11937,-6826,16800,14622,2685,0,6826
1997-07-01,12132,-7144,17586,14959,2827,0,7144
1997-07-08,12784,-8099,18358,15329,2545,0,8099
1997-07-15,14120,-8703,19143,16499,2379,498,9201
1997-07-22,13531,-8461,19936,17437,3906,0,8461
1997-07-29,10628,-7270,18294,14645,4017,272,7542
1997-08-05,8703,-5599,16487,13220,4517,272,5871
1997-08-12,8883,-6017,18022,14352,5469,272,6289
1997-08-19,9387,-5457,17539,14686,5299,274,5731
1997-08-26,5361,-4392,19529,14088,8727,560,4952
1997-09-02,7486,-5734,19947,14823,7337,212,5946
1997-09-09,10293,-6658,26376,20462,10169,643,7301
1997-09-16,12363,-8604,18127,15285,2922,221,8825
1997-09-23,12990,-8868,19323,16346,3356,225,9093
1997-09-30,13458,-8828,19606,16810,3352,200,9028
1997-10-07,12118,-7774,18629,16041,3923,200,7974
1997-10-14,8220,-5369,16543,13723,5503,456,5825
1997-10-21,7624,-6200,17225,14041,6417,248,6448
1997-10-28,13998,-9175,21288,18958,4960,0,9175
1997-11-04,13348,-8508,20224,18348,5000,0,8508
1997-11-11,12748,-8162,20215,17988,5240,217,8379
1997-11-18,12832,-7924,19621,17674,4842,207,8131
1997-11-25,12037,-7752,19548,17445,5408,0,7752
1997-12-02,11414,-7837,20369,17244,5830,300,8137
1997-12-09,10837,-8075,25319,21772,10935,0,8075
1997-12-16,13459,-8604,16839,14613,1154,0,8604
1997-12-19,12165,-8210,15841,13319,1154,0,8210
1997-12-23,12406,-7966,16424,13860,1454,200,8166
1997-12-30,12608,-7956,16495,13761,1153,200,8156
1998-01-06,13452,-8833,18057,15034,1582,200,9033
1998-01-13,13999,-8868,18625,15435,1436,200,9068
1998-01-20,8576,-6204,16322,12640,4064,580,6784
1998-01-27,6065,-3862,15690,11489,5424,602,4464
1998-02-03,1022,-1017,16158,10855,9833,1370,2387
1998-02-10,1261,-1795,15367,10720,9459,785,2580
1998-02-17,2331,-2179,16849,12876,10545,200,2379
1998-02-24,2072,-1884,16726,12725,10653,513,2397
1998-03-03,2354,-1173,21183,16757,14403,1237,2410
1998-03-10,2184,-3270,21891,17445,15261,200,3470
1998-03-17,3161,-3482,11606,8424,5263,200,3682
1998-03-24,3095,-3270,11666,8562,5467,200,3470
1998-03-31,3319,-2764,12377,9039,5720,715,3479
1998-04-07,4118,-3332,13446,9731,5613,518,3850
1998-04-14,8964,-6050,16743,13281,4317,400,6450
1998-04-21,10803,-6814,17838,14610,3807,200,7014
1998-04-28,11257,-7053,17655,14375,3118,200,7253
1998-05-05,11028,-7405,19310,16003,4975,200,7605
1998-05-12,12185,-7771,21743,17700,5515,398,8169
1998-05-19,13109,-8906,22516,18588,5479,200,9106
1998-05-26,12559,-8319,23305,19299,6740,439,8758
1998-06-02,12309,-8628,23659,19342,7033,0,8628
1998-06-09,11695,-7939,31323,24341,12646,83,8022
1998-06-16,14211,-9109,26629,23880,9669,279,9388
1998-06-23,10508,-5707,26123,23119,12611,525,6232
1998-06-30,8635,-4680,25126,21839,13204,509,5189
1998-07-07,7555,-3920,24413,20892,13337,729,4649
1998-07-14,6002,-3381,23999,20079,14077,929,4310
1998-07-21,2267,-1946,24391,19852,17585,533,2479
1998-07-28,3797,-2408,24327,21598,17801,0,2408
1998-08-04,4922,-2384,24918,21966,17044,0,2384
1998-08-11,5913,-2830,25146,22000,16087,0,2830
1998-08-18,6255,-2995,24901,21511,15256,275,3270
1998-08-25,11409,-6413,29098,25331,13922,275,6688
1998-09-01,14089,-8624,32810,28113,14024,495,9119
1998-09-08,13127,-8168,37012,31026,17899,233,8401
1998-09-15,9917,-7236,23206,19810,9893,0,7236
1998-09-22,10106,-6232,23008,20411,10305,200,6432
1998-09-29,7426,-4034,22772,20341,12915,530,4564
1998-10-06,6919,-3827,23124,20569,13650,589,4416
1998-10-13,-392,-842,18502,13563,13955,961,1803
1998-10-20,-4916,2671,19931,12768,17684,2671,0
1998-10-27,-4943,2671,20467,12881,17824,2671,0
1998-11-03,-5135,2402,20001,12408,17543,2637,235
1998-11-10,-5883,3214,21687,12232,18115,3457,243
1998-11-17,-7818,3812,23475,12223,20041,4242,430
1998-11-24,-9178,4377,24980,12269,21447,4719,342
1998-12-01,-7470,3805,24559,12849,20319,4348,543
1998-12-08,-3687,2846,32584,20939,24626,3384,538
1998-12-15,277,257,16303,11761,11484,795,538
1998-12-22,1059,758,16234,12200,11141,758,0
1998-12-29,2825,-779,16936,14285,11460,269,1048
1999-01-05,2440,-591,16657,13691,11251,229,820
1999-01-12,-3895,900,19468,12364,16259,900,0
1999-01-19,-3558,900,19599,13239,16797,900,0
1999-01-26,-3872,900,20229,13016,16888,900,0
1999-02-02,-3316,419,21045,14546,17862,419,0
1999-02-09,-13269,8032,29683,13227,26496,8032,0
1999-02-16,-11603,7102,28733,13280,24883,7474,372
1999-02-23,-12094,5741,28933,13313,25407,6925,1184
1999-03-02,-1091,-128,24360,17886,18977,980,1108
1999-03-09,-2836,898,26370,17883,20719,1730,832
1999-03-16,-4224,1698,17558,9572,13796,2161,463
1999-03-23,-6060,2622,19245,10107,16167,3085,463
1999-03-30,-3183,1118,17388,10313,13496,1539,421
1999-04-06,-6286,2565,19584,10397,16683,2790,225
1999-04-13,-3670,1198,18279,10373,14043,2477,1279
1999-04-20,-13323,7666,29259,11020,24343,8393,727
1999-04-27,-24474,15853,37439,10196,34670,16263,410
1999-05-04,-27484,18553,42401,12310,39794,19102,549
1999-05-11,-29916,20329,45073,13013,42929,20859,530
1999-05-18,-28282,19619,44225,13163,41445,19839,220
1999-05-25,-21718,14325,38767,11995,33713,15664,1339
1999-06-01,-11507,9210,31713,12784,24291,10210,1000
1999-06-08,-9570,5673,33552,18142,27712,6466,793
1999-06-15,-12858,7062,27121,10701,23559,7806,744
1999-06-22,-11363,7244,27375,11067,22430,8437,1193
1999-06-29,-11982,7330,27723,11304,23286,8276,946
1999-07-06,-16324,9659,33098,12133,28457,10537,878
1999-07-13,-18460,11422,34645,12106,30566,11912,490
1999-07-20,-3444,1474,28283,16847,20291,4080,2606
1999-07-27,507,-214,26563,18071,17564,2246,2460
1999-08-03,-816,140,26508,17425,18241,2058,1918
1999-08-10,-52,-556,25783,18001,18053,1737,2293
1999-08-17,1048,-698,25855,18775,17727,1361,2059
1999-08-24,13088,-9578,33609,26781,13693,1282,10860
1999-08-31,13856,-10202,34906,27489,13633,1282,11484
1999-09-07,11542,-8999,35979,27805,16263,1706,10705
1999-09-14,442,-3909,19708,11839,11397,1600,5509
1999-09-21,2843,-3727,18433,11956,9113,1169,4896
1999-09-28,-2415,-980,19111,10831,13246,1335,2315
1999-10-05,-9074,1595,23088,10091,19165,3117,1522
1999-10-12,-9178,2067,23698,10478,19656,3230,1163
1999-10-19,-1445,-994,20608,11954,13399,1529,2523
1999-10-26,-3334,1677,19655,11838,15172,1677,0
1999-11-02,3561,-1747,22213,15502,11941,1130,2877
1999-11-09,4814,-2886,23330,17399,12585,801,3687
1999-11-16,2546,-2011,22677,15524,12978,1047,3058
1999-11-23,5430,-2920,22299,17502,12072,744,3664
1999-11-30,8971,-4723,29461,21662,12691,3781,8504
1999-12-07,11519,-7275,28395,22731,11212,464,7739
1999-12-14,11312,-7381,20168,15828,4516,464,7845
1999-12-21,5559,-5165,19280,13632,8073,1229,6394
1999-12-28,4465,-4713,18711,13121,8656,1270,5983
2000-01-04,-13428,6279,25699,9684,23112,7529,1250
2000-01-11,-17369,9140,30290,9934,27303,9782,642
2000-01-18,-28085,17309,40500,9908,37993,17623,314
2000-01-25,-24640,15399,38359,10421,35061,15623,224
2000-02-01,4643,-3012,33312,25151,20508,1861,4873
2000-02-08,4525,-3098,32010,25312,20787,1646,4744
2000-02-15,7566,-4947,31826,26010,18444,746,5693
2000-02-22,8251,-5025,31711,25934,17683,1074,6099
2000-02-29,10412,-7213,33732,27479,17067,801,8014
2000-03-07,11556,-7703,35724,29527,17971,885,8588
2000-03-14,11639,-8421,20595,15848,4209,921,9342
2000-03-21,11922,-8307,21335,16483,4561,872,9179
2000-03-28,11442,-7848,22401,16838,5396,836,8684
2000-04-04,11676,-7568,22574,16572,4896,872,8440
2000-04-11,12008,-8015,23356,17432,5424,1262,9277
2000-04-18,14477,-8965,24969,19023,4546,869,9834
2000-04-25,14202,-8292,25230,19703,5501,869,9161
2000-05-02,14800,-9583,25510,20128,5328,475,10058
2000-05-09,12608,-8048,23977,18542,5934,475,8523
2000-05-16,13298,-5768,24091,17423,4125,0,5768
2000-05-23,14126,-5283,24119,18103,3977,0,5283
2000-05-30,12372,-4782,23560,16761,4389,0,4782
2000-06-06,12337,-5438,25818,19016,6679,0,5438
2000-06-13,9350,-3879,30014,21157,11807,417,4296
2000-08-29,4185,-2507,22356,12070,7885,500,3007
2000-09-05,2858,-2722,23929,13563,10705,600,3322
2000-09-12,5823,-3554,32544,20925,15102,1250,4804
2000-09-26,6102,-3422,23818,13051,6949,1500,4922
2000-10-03,6374,-3613,24100,13159,6785,1500,5113
2000-10-10,6556,-3490,24487,13710,7154,1500,4990
2000-10-17,6815,-3201,24654,13829,7014,1500,4701
2000-10-24,5654,-1728,24107,13229,7575,1700,3428
2000-10-31,6092,-2146,24973,13553,7461,1700,3846
2000-11-07,5114,-2616,24313,13170,8056,1700,4316
2000-11-14,4727,-1741,24415,12979,8252,1700,3441
2000-11-21,6105,-2270,25701,14643,8538,1700,3970
2000-11-28,4877,-773,24753,13914,9037,1700,2473
2000-12-05,-1597,660,28474,15304,16901,2641,1981
2000-12-12,-1617,670,30062,16512,18129,2641,1971
2001-01-02,-7205,3046,23374,8468,15673,4514,1468
2001-01-09,-10773,3332,25878,9297,20070,4695,1363
2001-01-16,-10370,3259,26450,9975,20345,4581,1322
2001-01-23,-9595,2837,25392,9988,19583,3695,858
2001-01-30,-8987,1874,23202,8828,17815,3225,1351
2001-02-06,-7166,1831,23352,9645,16811,3685,1854
2001-02-13,-3758,312,24104,11677,15435,2562,2250
2001-02-20,260,-1215,25814,15505,15245,2229,3444
2001-02-27,845,-1401,26498,15881,15036,2386,3787
2001-03-06,2477,-1537,35712,24058,21581,2430,3967
2001-03-13,4193,-1488,42016,27547,23354,3109,4597
2001-03-20,6117,-3168,25392,13729,7612,1776,4944
2001-03-27,5795,-2628,26034,13415,7620,1852,4480
2001-04-03,6423,-3132,26563,14173,7750,1895,5027
2001-04-10,6747,-3645,27091,14941,8194,1895,5540
2001-04-17,5034,-3069,26220,14663,9629,1895,4964
2001-04-24,655,-1223,25375,13917,13262,1925,3148
2001-05-01,1157,-785,25961,14578,13421,1950,2735
2001-05-08,804,-744,25187,13458,12654,1950,2694
2001-05-15,1659,-1359,26570,15025,13366,2420,3779
2001-05-22,-1925,1508,28223,14602,16527,3350,1842
2001-05-29,-324,616,27921,15593,15917,2968,2352
2001-06-05,1084,843,25951,15476,14392,2195,1352
2001-06-12,53,79,28945,16229,16176,2100,2021
2001-07-03,1057,-711,18832,9302,8245,1700,2411
2001-07-10,-250,-525,18348,7645,7895,1700,2225
2001-07-17,2549,-1853,21834,10397,7848,1993,3846
2001-07-24,2352,-1158,21886,10509,8157,2665,3823
2001-07-31,2859,-767,23550,10503,7644,2623,3390
2001-08-07,-2233,-590,21232,8304,10537,1500,2090
2001-08-14,-3844,-118,22711,11612,15456,1900,2018
2001-08-21,-13472,4724,26018,9380,22852,5975,1251
2001-08-28,-13353,3986,27949,5430,18783,6695,2709
2001-09-04,-14747,3933,26449,5252,19999,5677,1744
2001-09-10,-11727,3703,28692,7234,18961,4759,1056
2001-09-18,65,-1830,22407,9122,9057,2552,4382
2001-09-25,-518,-1816,22796,8900,9418,2084,3900
2001-10-02,798,-1205,23946,9657,8859,2622,3827
2001-10-09,3479,-2512,23874,11672,8193,2181,4693
