date,comm_net,noncomm_net,open_interest,comm_positions_long_all,comm_positions_short_all,noncomm_positions_long_all,noncomm_positions_short_all
1991-11-29,-8678,6792,30272,8549,17227,7406,614
1991-12-13,-8858,6964,31164,11419,20277,8066,1102
1991-12-31,-11233,6517,20576,1184,12417,7441,924
1992-01-15,2649,825,23359,12899,10250,2152,1327
1992-01-31,6384,-201,24765,16222,9838,1757,1958
1992-02-14,4669,998,24632,14492,9823,2341,1343
1992-02-28,7980,-1281,27278,18175,10195,1780,3061
1992-03-13,14068,-3600,37993,29301,15233,1331,4931
1992-03-31,7918,-1016,24563,14928,7010,1012,2028
1992-04-15,-740,4266,29770,10097,10837,5002,736
1992-04-30,-10231,7423,33175,6753,16984,8847,1424
1992-05-15,-17593,9865,37497,6337,23930,12811,2946
1992-05-29,-11535,6845,35107,9098,20633,10538,3693
1992-06-15,-15583,9648,43869,16001,31584,11735,2087
1992-06-30,-12187,7636,28993,4410,16597,10234,2598
1992-07-15,-10755,6598,26685,4151,14906,8954,2356
1992-07-31,-5780,5084,26918,7502,13282,7623,2539
1992-08-14,-4357,5919,26266,7714,12071,7325,1406
1992-08-31,-9855,6537,32261,7257,17112,10566,4029
1992-09-15,4266,1389,33031,20524,16258,4242,2853
1992-09-30,16105,-6973,29099,22013,5908,1430,8403
1992-10-06,17595,-7651,29628,23808,6213,1129,8780
1992-10-13,15805,-7228,29465,22498,6693,290,7518
1992-10-20,14135,-6089,29460,19798,5663,2020,8109
1992-10-27,15512,-7853,31365,22104,6592,462,8315
1992-11-03,15879,-8347,32817,22627,6748,839,9186
1992-11-10,15129,-7677,33135,23046,7917,864,8541
1992-11-17,15436,-8216,32888,22902,7466,252,8468
1992-11-24,16398,-8827,33205,23498,7100,259,9086
1992-12-01,12243,-6178,31916,21322,9079,959,7137
1992-12-08,4718,-1986,30834,18827,14109,1749,3735
1992-12-15,4156,-1762,30371,21057,16901,1643,3405
1992-12-22,10257,-4274,22660,14658,4401,1159,5433
1992-12-29,22789,-10404,33982,26910,4121,1231,11635
1993-01-05,18771,-8878,32160,23590,4819,1369,10247
