date,comm_net,noncomm_net,open_interest,comm_positions_long_all,comm_positions_short_all,noncomm_positions_long_all,noncomm_positions_short_all
1994-01-25,-1633,-681,10805,215,1848,6646,7327
1994-02-01,-1027,682,8091,439,1466,4464,3782
1994-02-08,-1932,489,8892,92,2024,5910,5421
1994-02-15,-642,295,6369,198,840,2431,2136
1994-02-22,-909,1004,5899,264,1173,2897,1893
1994-03-01,-1367,1826,6816,174,1541,3720,1894
1994-03-08,-1770,2100,5853,0,1770,3694,1594
1994-03-15,-895,1431,5506,246,1141,3448,2017
1994-03-22,23,419,4486,344,321,2747,2328
1994-03-29,-372,767,7310,879,1251,2885,2118
1994-04-05,-1034,1098,9172,744,1778,3704,2606
1994-04-12,-816,-366,9246,780,1596,3300,3666
1994-04-19,-477,-286,8427,798,1275,2783,3069
1994-04-26,186,-450,7434,936,750,2623,3073
1994-05-03,215,376,8714,1050,835,3809,3433
1994-05-10,619,-35,7659,1045,426,3799,3834
1994-05-17,621,63,7494,1016,395,2698,2635
1994-05-24,-307,708,8347,912,1219,3238,2530
1994-05-31,-203,77,7870,745,948,2723,2646
1994-06-07,-364,-474,7476,591,955,1285,1759
1994-06-14,830,-546,10371,1497,667,3807,4353
1994-06-21,1173,-292,14532,2290,1117,6234,6526
1994-06-28,2149,-1457,14989,3722,1573,5484,6941
1994-07-05,1621,-1048,14435,3194,1573,5527,6575
1994-07-12,242,383,12350,1815,1573,4696,4313
1994-07-19,800,-616,13179,2373,1573,4645,5261
1994-07-26,555,-1036,11576,2128,1573,3345,4381
1994-08-02,-70,-454,9472,1640,1710,1856,2310
1994-08-09,-533,-141,9186,1313,1846,1592,1733
1994-08-16,263,-129,10468,1826,1563,2503,2632
1994-08-23,-358,839,9581,1177,1535,3321,2482
1994-08-30,-747,459,7828,797,1544,1535,1076
1994-09-06,-344,111,10069,1143,1487,3108,2997
1994-09-13,773,-979,11310,1732,959,3798,4777
1994-09-20,636,-422,7431,1440,804,4400,4822
1994-09-27,1425,-1858,9176,1579,154,5909,7767
1994-10-04,1297,-2162,8411,1431,134,4676,6838
1994-10-11,1017,-1535,8157,1177,160,4565,6100
1994-10-18,1820,-1356,10647,1820,0,6931,8287
1994-10-25,973,-532,9825,1305,332,5561,6093
1994-11-01,591,-720,9606,1252,661,3873,4593
1994-11-08,-584,283,9767,1177,1761,2688,2405
1994-11-15,-319,-738,8267,1177,1496,2110,2848
1994-11-22,-230,-1025,8961,1176,1406,1149,2174
1994-11-29,-557,-1010,9243,1015,1572,2715,3725
1994-12-06,24,-1409,7913,960,936,2996,4405
1994-12-13,119,-1355,6418,378,259,3201,4556
1994-12-20,111,-1440,6070,378,267,3023,4463
1994-12-27,-210,-1399,5503,0,210,3368,4767
1995-01-03,87,-872,3609,275,188,1739,2611
1995-01-10,814,-1653,4585,814,0,2034,3687
1995-01-17,-677,581,3677,313,990,1949,1368
1995-01-24,-426,558,3760,258,684,2300,1742
1995-01-31,0,-286,2865,0,0,1250,1536
1995-02-07,-200,-346,5217,330,530,1662,2008
1995-02-14,-74,-592,5303,517,591,1770,2362
1995-02-21,821,-807,5358,821,0,3254,4061
1995-02-28,919,-981,5437,919,0,2979,3960
1995-03-07,-213,349,4469,220,433,2346,1997
1995-03-14,-234,685,4322,353,587,2655,1970
1995-03-21,152,18,3744,443,291,2297,2279
1995-03-28,733,-666,5172,823,90,2944,3610
1995-04-04,1030,-1079,5641,1030,0,3204,4283
1995-04-11,356,-401,5930,801,445,3669,4070
1995-04-18,347,-398,7682,896,549,5161,5559
1995-04-25,56,-237,5605,779,723,3024,3261
1995-05-02,891,-1065,5980,941,50,3181,4246
1995-05-09,571,-949,6045,571,0,3463,4412
1995-05-16,-260,-1118,6427,300,560,2092,3210
1995-05-23,-667,-1001,7557,300,967,3110,4111
1995-05-30,54,-693,5845,418,364,2239,2932
1995-06-06,-87,-486,6257,350,437,2601,3087
1995-06-13,-346,-389,5957,360,706,2560,2949
1995-06-20,-182,-525,6897,552,734,2040,2565
1995-06-27,-302,-81,5558,460,762,1761,1842
1995-07-03,-309,-229,5843,460,769,1725,1954
1995-07-11,-326,-305,6755,460,786,2297,2602
1995-07-18,-1,-962,7130,690,691,2272,3234
1995-07-25,-375,-404,6558,403,778,3016,3420
1995-08-01,-980,284,7094,50,1030,3863,3579
1995-08-08,-1472,188,8216,0,1472,5920,5732
1995-08-15,-1186,-671,9052,50,1236,6180,6851
1995-08-22,-1482,-415,8519,50,1532,5848,6263
1995-08-29,-1507,-397,9289,50,1557,6482,6879
1995-09-05,-1432,-106,9030,100,1532,6529,6635
1995-09-12,-1089,-819,8712,150,1239,5678,6497
1995-09-19,-972,-1373,9694,150,1122,6288,7661
1995-09-26,-551,-526,6455,100,651,4534,5060
1995-10-03,-770,-488,6671,100,870,4523,5011
1995-10-10,-893,-260,6899,100,993,4928,5188
1995-10-17,141,-1357,6277,541,400,1902,3259
1995-10-24,251,-922,7384,651,400,2924,3846
1995-10-31,656,-1401,8246,1056,400,2872,4273
1995-11-07,441,-1512,7758,841,400,2172,3684
1995-11-14,-245,-1021,5750,155,400,2764,3785
1995-11-21,-300,-1283,5969,100,400,1782,3065
1995-11-28,-300,-1408,6583,100,400,3030,4438
1995-12-05,-584,-1771,8026,0,584,4415,6186
1995-12-12,-480,-2207,8433,0,480,4666,6873
1995-12-19,-166,-2012,6267,0,166,3209,5221
1995-12-26,-117,-2003,5291,0,117,2524,4527
1996-01-02,0,-1949,5340,0,0,2646,4595
1996-01-09,-1297,-1202,8778,0,1297,5645,6847
1996-01-16,-893,-1720,8534,0,893,5241,6961
1996-01-23,-2083,-950,10774,0,2083,7184,8134
1996-01-30,-3002,-18,11920,0,3002,8365,8383
1996-02-06,-2389,-713,9582,0,2389,5916,6629
1996-02-13,-1519,-1129,7394,119,1638,4113,5242
1996-02-20,-1324,-273,6298,0,1324,3588,3861
1996-02-27,-1698,483,6247,0,1698,3658,3175
1996-03-05,-2021,565,6520,59,2080,3782,3217
1996-03-12,-2171,305,7310,0,2171,4348,4043
1996-03-19,-2249,799,8352,0,2249,5478,4679
1996-03-26,-691,-1018,4995,97,788,2349,3367
1996-04-02,23,-1539,6041,608,585,2933,4472
1996-04-09,-1873,-171,11660,591,2464,6692,6863
1996-04-16,-2273,-700,11532,544,2817,6813,7513
1996-04-23,-2064,-486,10601,405,2469,6278,6764
1996-04-30,-1942,-1016,10158,300,2242,5256,6272
1996-05-07,-2533,-387,9539,300,2833,4948,5335
1996-05-14,-2357,-254,8609,300,2657,4241,4495
1996-05-21,-3325,283,10400,300,3625,6136,5853
1996-05-28,-3434,311,11625,300,3734,7176,6865
1996-06-04,-1826,-223,6765,300,2126,3157,3380
1996-06-11,-1953,-211,7623,0,1953,3815,4026
1996-06-18,-745,-317,8039,448,1193,3602,3919
1996-06-25,-1469,551,6112,141,1610,3772,3221
1996-07-02,-615,-237,6928,345,960,2858,3095
1996-07-09,-1184,-45,6855,0,1184,2996,3041
1996-07-16,-678,1194,8644,0,678,5131,3937
1996-07-23,-2211,2932,8881,0,2211,7079,4147
1996-07-30,-1496,2127,8726,0,1496,5893,3766
1996-08-06,-2100,2418,8003,0,2100,5014,2596
1996-08-13,-1707,2112,9018,77,1784,5986,3874
1996-08-20,-2978,2763,8671,0,2978,5479,2716
1996-08-27,-1370,2020,8715,362,1732,5472,3452
1996-09-03,-1478,1938,7705,348,1826,4822,2884
1996-09-10,-2148,1009,8604,326,2474,3841,2832
1996-09-17,-2701,1544,9757,200,2901,5667,4123
1996-09-24,-1997,1398,8198,490,2487,5382,3984
1996-10-01,-1777,301,7772,608,2385,4317,4016
1996-10-08,-1694,-14,8132,732,2426,4720,4734
1996-10-15,-2781,933,9367,625,3406,5666,4733
1996-10-22,-1396,127,5636,881,2277,2357,2230
1996-10-29,-1272,508,5722,884,2156,2561,2053
1996-11-05,-1232,1077,5428,934,2166,2685,1608
1996-11-12,-650,1189,7856,1176,1826,5258,4069
1996-11-19,-621,1208,7714,1176,1797,5143,3935
1996-11-26,-1840,1905,7792,1156,2996,4178,2273
1996-12-03,-2751,1017,9234,685,3436,5252,4235
1996-12-10,-3136,1542,7902,329,3465,5146,3604
1996-12-17,-3132,1426,7576,329,3461,4280,2854
1996-12-24,-3141,1250,7289,0,3141,4177,2927
1996-12-31,-2084,596,5829,61,2145,3238,2642
1997-01-07,-3339,914,8979,0,3339,5318,4404
1997-01-14,-3840,1495,11109,0,3840,7653,6158
1997-01-21,-3683,1346,10493,0,3683,6977,5631
1997-01-28,-4014,1673,9806,0,4014,6222,4549
1997-02-04,-4044,1676,8566,0,4044,4928,3252
1997-02-11,-4436,2174,10150,0,4436,6597,4423
1997-02-18,-3994,1805,9009,0,3994,5403,3598
1997-02-25,-3882,1908,7387,0,3882,3904,1996
1997-03-04,-4334,2071,10456,0,4334,6712,4641
1997-03-11,-2413,545,7957,0,2413,4996,4451
1997-03-18,-930,-428,5634,0,930,3140,3568
1997-03-25,-882,-310,4968,0,882,2961,3271
1997-04-01,-535,608,5064,93,628,3675,3067
1997-04-08,-731,175,6802,115,846,2557,2382
1997-04-15,-383,-742,7224,200,583,2083,2825
1997-04-22,-559,-390,7445,189,748,2305,2695
1997-04-29,-865,-482,7764,113,978,2648,3130
1997-05-06,-1100,75,7403,0,1100,3719,3644
1997-05-13,-935,846,7418,109,1044,2228,1382
1997-05-20,-1066,1897,8260,0,1066,3575,1678
1997-05-27,-1152,2020,7145,0,1152,3731,1711
1997-06-03,-2066,2426,6389,0,2066,3844,1418
1997-06-10,-1729,1855,6183,0,1729,3637,1782
1997-06-17,-816,717,6141,195,1011,2787,2070
1997-06-24,411,-366,3804,632,221,1323,1689
1997-07-01,-1157,694,7231,0,1157,4749,4055
1997-07-08,-526,-227,5877,141,667,3179,3406
1997-07-15,-1087,-910,9966,0,1087,5906,6816
1997-07-22,-1590,-602,12400,0,1590,8129,8731
1997-07-29,-2150,-588,15474,0,2150,11209,11797
1997-08-05,-814,-2271,10181,0,814,5471,7742
1997-08-12,-755,-1795,8938,0,755,4777,6572
1997-08-19,-1297,-432,8465,0,1297,5015,5447
1997-08-26,-1194,-19,6105,110,1304,3113,3132
1997-09-02,-1528,470,7433,0,1528,4551,4081
1997-09-09,-1380,271,9961,0,1380,5898,5627
1997-09-16,23,209,11473,736,713,3340,3131
1997-09-23,50,65,8899,50,0,3189,3124
1997-09-30,205,178,9361,205,0,3303,3125
1997-10-07,336,308,10921,336,0,2981,2673
1997-10-14,-157,785,10994,0,157,3112,2327
1997-10-21,-195,239,10572,50,245,2205,1966
1997-10-28,852,-666,11780,852,0,874,1540
1997-11-04,440,141,12186,440,0,2007,1866
1997-11-11,423,454,11435,423,0,2283,1829
1997-11-18,1136,-131,14164,1136,0,3681,3812
1997-11-25,-235,517,11305,356,591,1785,1268
1997-12-02,-490,-1240,13786,98,588,5445,6685
1997-12-09,-633,-1259,17514,132,765,5436,6695
1997-12-16,-831,-1038,14826,264,1095,4149,5187
1997-12-23,-179,-1439,12921,333,512,1987,3426
1997-12-30,-854,-1251,16408,200,1054,5126,6377
1998-01-06,-1363,-1657,17779,200,1563,5892,7549
1998-01-13,-1468,-1248,18203,200,1668,6554,7802
1998-01-20,-965,-1778,17659,200,1165,5804,7582
1998-01-27,599,-1220,11752,713,114,2325,3545
1998-02-03,813,-1834,11902,813,0,1302,3136
1998-02-10,857,-1502,10804,857,0,1722,3224
1998-02-17,9,-1003,12475,200,191,2292,3295
1998-02-24,-67,-764,12297,466,533,2422,3186
1998-03-03,-452,-303,11808,170,622,3527,3830
1998-03-10,-866,-640,6377,0,866,3688,4328
1998-03-17,-194,-1082,8723,914,1108,1619,2701
1998-03-24,-639,-935,11107,640,1279,3856,4791
1998-03-31,-667,-1410,12209,740,1407,4117,5527
1998-04-07,-1368,-843,14489,740,2108,6136,6979
1998-04-14,-403,-520,7370,640,1043,919,1439
1998-04-21,-145,-8,7044,779,924,1946,1954
1998-04-28,-240,552,7388,837,1077,2408,1856
1998-05-05,978,-241,7894,1343,365,5556,5797
1998-05-12,1084,-321,8523,1388,304,6193,6514
1998-05-19,-1588,1315,10334,640,2228,4039,2724
1998-05-26,-859,1155,7012,822,1681,3409,2254
1998-06-02,-1494,1102,7673,757,2251,1992,890
1998-06-09,-1742,1369,5194,277,2019,2577,1208
1998-06-16,-1989,242,12659,320,2309,5272,5030
1998-06-23,30,-1000,8137,1002,972,1552,2552
1998-06-30,-236,-847,9595,838,1074,2674,3521
1998-07-07,-383,-1038,9762,691,1074,2670,3708
1998-07-14,-782,-692,9831,420,1202,2818,3510
1998-07-21,-716,-220,7171,505,1221,1131,1351
1998-07-28,223,-579,5988,1077,854,3381,3960
1998-08-04,342,-1130,6798,973,631,4228,5358
1998-08-11,-684,-8,7204,1011,1695,1777,1785
1998-08-18,-1580,609,9054,484,2064,2315,1706
1998-08-25,-2340,1306,11417,420,2760,4488,3182
1998-09-01,-746,1510,8510,935,1681,6599,5089
1998-09-08,-777,1637,8711,860,1637,6276,4639
1998-09-15,-1443,2760,9029,300,1743,5933,3173
1998-09-22,-178,1661,7849,361,539,4883,3222
1998-09-29,-46,1723,7791,507,553,4642,2919
1998-10-06,-778,2272,8180,300,1078,4884,2612
1998-10-13,-527,1594,6645,300,827,4366,2772
1998-10-20,-549,1620,6345,300,849,3325,1705
1998-10-27,-335,1034,6153,686,1021,3607,2573
1998-11-03,-196,759,5819,864,1060,4216,3457
1998-11-10,-823,877,5817,545,1368,1722,845
1998-11-17,-314,542,5442,545,859,4039,3497
1998-11-24,-1294,861,5841,300,1594,1774,913
1998-12-01,-1072,194,6298,602,1674,1056,862
1998-12-08,-949,507,3958,397,1346,963,456
1998-12-15,-409,1545,6405,641,1050,2881,1336
1998-12-22,-184,889,5073,352,536,1957,1068
1998-12-29,35,682,5872,563,528,2712,2030
1999-01-05,181,793,4661,355,174,3059,2266
1999-01-12,350,34,4105,350,0,1922,1888
1999-01-19,303,232,4022,410,107,1617,1385
1999-01-26,567,-422,4411,567,0,3365,3787
1999-02-02,-1281,550,11360,354,1635,6057,5507
1999-02-09,-1115,287,10467,354,1469,5036,4749
1999-02-16,-812,-846,11781,354,1166,5783,6629
1999-02-23,-670,-910,9569,399,1069,5211,6121
1999-03-02,-970,-307,8592,399,1369,2893,3200
1999-03-09,-1427,433,7277,54,1481,3889,3456
1999-03-16,-835,-62,8834,560,1395,2192,2254
1999-03-23,-222,-545,7369,585,807,1858,2403
1999-03-30,-287,-1140,7198,745,1032,1673,2813
1999-04-06,-320,-1120,6504,660,980,2003,3123
1999-04-13,-541,-578,7298,660,1201,1923,2501
1999-04-20,-724,-437,7807,760,1484,2365,2802
1999-04-27,-211,-771,6477,760,971,2494,3265
1999-05-04,-667,-315,7584,660,1327,2396,2711
1999-05-11,-248,230,7422,987,1235,2707,2477
1999-05-18,-830,457,6939,696,1526,2627,2170
1999-05-25,-1586,897,9674,696,2282,4555,3658
1999-06-01,-1651,913,11433,698,2349,5345,4432
1999-06-08,-1331,599,7569,96,1427,4346,3747
1999-06-15,-929,481,9281,625,1554,3368,2887
1999-06-22,-1047,297,8961,719,1766,3616,3319
1999-06-29,-844,-92,8268,719,1563,3098,3190
1999-07-06,-977,-30,8904,719,1696,3594,3624
1999-07-13,-2077,929,11497,719,2796,5457,4528
1999-07-20,-1346,822,8736,970,2316,3585,2763
1999-07-27,-1621,1825,8129,782,2403,3682,1857
1999-08-03,-739,1662,7377,799,1538,3707,2045
1999-08-10,-1136,2020,7892,799,1935,3966,1946
1999-08-17,-333,788,5857,968,1301,3506,2718
1999-08-24,-222,760,5374,897,1119,3412,2652
1999-08-31,-16,433,5361,1004,1020,3395,2962
1999-09-07,554,176,6682,1668,1114,3909,3733
1999-09-14,322,49,11077,2618,2296,4862,4813
1999-09-21,770,-113,10323,1076,306,4831,4944
1999-09-28,649,404,11156,995,346,5748,5344
1999-10-05,1427,348,13753,1525,98,7643,7295
1999-10-12,1619,-301,13676,1717,98,7431,7732
1999-10-19,1906,-137,15551,2004,98,9082,9219
1999-10-26,626,589,11340,707,81,6020,5431
1999-11-02,-762,1306,7841,60,822,3970,2664
1999-11-09,-814,788,6881,74,888,3155,2367
1999-11-16,-1336,838,8012,74,1410,3694,2856
1999-11-23,-2092,1345,7822,74,2166,4949,3604
1999-11-30,-2854,1610,10273,74,2928,5644,4034
1999-12-07,-1042,-265,6395,759,1801,1680,1945
1999-12-14,-935,-220,8276,1182,2117,1627,1847
1999-12-21,-1239,25,6797,884,2123,1575,1550
1999-12-28,-1228,217,6756,799,2027,1744,1527
2000-01-04,-603,236,7609,1250,1853,2203,1967
2000-01-11,2332,-2584,10756,2937,605,3652,6236
2000-01-18,-1917,1257,8762,1775,3692,2932,1675
2000-01-25,-2426,1280,9064,1666,4092,2801,1521
2000-02-01,-1947,763,8665,1095,3042,2594,1831
2000-02-08,-2242,944,8459,669,2911,2737,1793
2000-02-15,-2393,1152,8230,669,3062,2608,1456
2000-02-22,-2435,875,8059,562,2997,2778,1903
2000-02-29,-2929,1984,8276,530,3459,4815,2831
2000-03-07,-2821,1940,7661,445,3266,4674,2734
2000-03-14,-1534,703,5874,907,2441,2403,1700
2000-03-21,-1483,682,6721,720,2203,1961,1279
2000-03-28,-247,-101,7678,1781,2028,1818,1919
2000-04-04,-750,441,7158,1256,2006,1322,881
2000-04-11,-1091,917,7303,1314,2405,1814,897
2000-04-18,-1262,1012,7774,859,2121,2529,1517
2000-04-25,-1230,778,8513,749,1979,2982,2204
2000-05-02,-593,167,8985,978,1571,3468,3301
2000-05-09,-1497,1129,7986,604,2101,3020,1891
2000-05-16,-1680,1356,7741,486,2166,2950,1594
2000-05-23,-1059,616,7897,964,2023,2577,1961
2000-08-01,-832,414,6489,762,1594,1168,754
2000-08-08,-1080,771,6423,733,1813,1319,548
2000-08-15,-1207,921,6278,580,1787,1719,798
2000-08-22,-1496,1391,7154,679,2175,2030,639
2000-08-29,-1542,1538,7204,580,2122,2160,622
2000-09-05,-1826,1736,7463,580,2406,2363,627
2000-09-19,-1572,1418,7692,545,2117,2398,980
2000-10-17,-1177,967,6695,300,1477,1965,998
2000-10-24,-1142,1085,6554,300,1442,2097,1012
2000-10-31,-877,890,6499,300,1177,2135,1245
2000-12-19,1303,237,6589,2183,880,1546,1309
2000-12-26,1408,506,6655,2068,660,2063,1557
2001-01-02,1739,445,7075,2402,663,2130,1685
2001-01-09,1627,297,7078,2493,866,2072,1775
2001-01-16,1622,325,7176,2512,890,2091,1766
2001-01-23,1597,35,7117,2615,1018,1437,1402
2001-01-30,1679,-68,7336,2781,1102,1462,1530
2001-02-06,2035,-128,7602,3049,1014,1573,1701
2001-03-27,559,-781,7222,1747,1188,1129,1910
2001-05-22,-2132,2287,8575,2199,4331,4670,2383
2001-05-29,-2137,2079,9242,2115,4252,5161,3082
2001-06-05,-2319,2266,8998,2110,4429,4982,2716
2001-06-12,-2596,2718,9777,2246,4842,5499,2781
2001-06-19,-1946,2188,7847,3024,4970,2854,666
2001-06-26,-2040,2535,8097,2943,4983,3054,519
2001-07-03,-4003,4313,9843,2571,6574,5386,1073
2001-07-10,-5139,5587,10760,2500,7639,6506,919
2001-07-17,-2460,3166,9009,3272,5732,3654,488
2001-07-24,-793,2573,8384,3126,3919,3809,1236
2001-07-31,-951,2866,8451,3126,4077,3839,973
2001-08-21,472,1714,8854,3928,3456,3703,1989
2001-08-28,608,1456,8856,4043,3435,3522,2066
2002-01-29,-4572,4202,11561,4081,8653,5121,919
2002-02-05,-4072,3681,11643,4544,8616,4795,1114
2002-02-12,-2246,1987,9791,4850,7096,2821,834
2002-02-19,-1255,1323,9724,4591,5846,3214,1891
2002-02-26,-3335,3305,10895,4451,7786,4484,1179
2002-03-05,-2593,2636,10059,4325,6918,3967,1331
2002-03-12,-900,2399,9799,5171,6071,4002,1603
2002-04-23,1318,1388,10649,4518,3200,5818,4430
2002-04-30,4947,-2028,14958,7987,3040,6383,8411
2002-05-07,4670,-1786,14835,7174,2504,6753,8539
2002-05-14,3403,-316,12156,5504,2101,6286,6602
2002-05-21,3676,-963,12688,5802,2126,6216,7179
2002-05-28,3955,-983,12788,6081,2126,6125,7108
2002-06-04,2953,174,13145,5234,2281,6508,6334
2002-06-11,2508,594,15935,7461,4953,6663,6069
2002-06-18,3303,-441,13584,7000,3697,5914,6355
2002-06-25,1804,963,12175,5676,3872,5797,4834
2002-07-02,1677,758,12610,5972,4295,6033,5275
2002-07-09,1936,533,12575,6213,4277,5672,5139
2002-07-16,1915,1003,12364,6226,4311,5935,4932
2002-07-23,1540,564,11748,5548,4008,5637,5073
2002-08-06,1863,-245,10927,5633,3770,4699,4944
2002-08-13,1803,-277,10779,5568,3765,4587,4864
2002-08-27,1980,-271,10636,5447,3467,4670,4941
2002-09-03,3012,-878,12462,6384,3372,5286,6164
2002-09-10,2742,-311,11060,5240,2498,5167,5478
2002-09-17,2365,-746,10140,4849,2484,4478,5224
2002-09-24,2436,-892,10103,4891,2455,4460,5352
2002-10-01,2744,-626,10248,4921,2177,4725,5351
2002-10-08,958,333,9942,4541,3583,4471,4138
2002-10-15,-469,1936,10388,3659,4128,6011,4075
2002-10-22,-1817,2570,10725,1804,3621,5768,3198
2002-10-29,3111,-1261,12278,3463,352,6014,7275
2002-11-05,5285,-2170,16347,5788,503,7527,9697
2002-11-12,10166,-5493,20849,10491,325,7724,13217
2002-11-19,10298,-5739,20148,10598,300,7010,12749
2002-11-26,8242,-4400,17437,8649,407,6145,10545
2002-12-03,6465,-2814,14749,6789,324,5249,8063
2002-12-10,6715,-2714,18078,8596,1881,6113,8827
2002-12-17,10550,-6049,23164,12608,2058,7404,13453
2002-12-23,10531,-5993,22461,12416,1885,7025,13018
2002-12-31,9662,-5319,21203,11547,1885,6666,11985
2003-01-07,10164,-6013,21912,12382,2218,6324,12337
2003-01-14,10065,-5615,21876,12261,2196,6414,12029
2003-01-21,10249,-5720,21628,12404,2155,6109,11829
2003-01-28,9796,-5542,21844,12044,2248,6497,12039
2003-02-04,9508,-5312,21561,11651,2143,6495,11807
2003-02-11,9017,-5256,19257,10930,1913,4910,10166
2003-02-14,8684,-5081,19113,10725,2041,4908,9989
2003-02-25,8723,-4798,18569,10513,1790,4922,9720
2003-03-04,9498,-5179,20596,11988,2490,5783,10962
2003-03-11,9684,-4938,22162,12735,3051,6266,11204
2003-03-18,4326,-2668,13316,7228,2902,2785,5453
2003-03-25,4195,-3646,12594,6912,2717,2449,6095
2003-04-01,2065,-955,11184,5656,3591,2700,3655
2003-04-22,4175,-2094,13595,6728,2553,3775,5869
2003-04-29,4636,-1858,14820,7382,2746,4409,6267
2003-05-06,7515,-2554,19514,9899,2384,6705,9259
2003-05-13,6238,-2081,18432,9608,3370,5932,8013
2003-05-20,6413,-2341,19370,9789,3376,6410,8751
2003-05-27,6367,-2283,18724,9539,3172,6349,8632
2003-06-03,6616,-3127,18548,8880,2264,5915,9042
2003-06-10,6757,-3201,19701,10189,3432,6231,9432
2003-06-17,8085,-3668,18416,10673,2588,4605,8273
2003-06-24,3786,-1861,14604,6735,2949,5788,7649
2003-07-01,3972,-2014,14923,6784,2812,6811,8825
2003-07-08,1296,-540,12393,4281,2985,6429,6969
2003-07-15,559,-806,11331,4142,3583,5236,6042
2003-07-22,254,-889,12248,3890,3636,4193,5082
2003-07-29,44,959,12578,3709,3665,5595,4636
2003-08-05,256,-237,11803,3759,3503,4482,4719
2003-08-19,116,-981,12352,3708,3592,4105,5086
2003-08-26,-2296,528,12222,3318,5614,3796,3268
