date,comm_net,noncomm_net,open_interest,comm_positions_long_all,comm_positions_short_all,noncomm_positions_long_all,noncomm_positions_short_all
1992-12-15,20273,-18879,99913,63847,43574,3231,22110
1992-12-22,17085,-14903,103836,63632,46547,6638,21541
1992-12-29,22500,-18845,107682,70347,47847,5600,24445
1993-01-05,27337,-21721,113329,76298,48961,5051,26772
1993-01-12,34536,-27867,113657,78498,43962,3937,31804
1993-01-19,33551,-28045,115828,79009,45458,3271,31316
1993-01-26,24361,-21268,109548,71146,46785,3778,25046
1993-02-02,23654,-18545,104396,69104,45450,4374,22919
1993-02-09,25456,-18586,113003,77411,51955,4978,23564
1993-02-16,3936,-10652,111624,66797,62861,6559,17211
1993-02-23,7583,-8802,108001,66329,58746,6419,15221
1993-03-02,12941,-13382,109864,71241,58300,5831,19213
1993-03-09,30584,-24263,118364,80433,49849,5010,29273
1993-03-16,19752,-15140,118169,73169,53417,10013,25153
1993-03-23,-11767,2461,112481,52355,64122,16471,14010
1993-03-30,-41270,22718,127614,45502,86772,32032,9314
1993-04-06,-59801,40108,134202,40345,100146,44080,3972
1993-04-13,-61004,41010,134188,41368,102372,44184,3174
1993-04-20,-57351,36493,137431,43678,101029,43522,7029
1993-04-27,-72069,50165,156996,49008,121077,57655,7490
1993-05-04,-80148,56598,164403,41121,121269,65914,9316
1993-05-11,-81601,54568,167088,41612,123213,65778,11210
1993-05-18,-98442,67273,178417,38596,137038,73031,5758
1993-05-25,-87575,53165,174530,41338,128913,61808,8643
1993-06-01,-80385,51017,175145,46439,126824,61163,10146
1993-06-08,-74571,46979,171089,49340,123911,56205,9226
1993-06-15,-57371,38569,164461,56725,114096,49164,10595
1993-06-22,-61776,43309,167368,53056,114832,54439,11130
1993-06-29,-76470,48929,174697,47144,123614,60965,12036
1993-07-06,-89576,56637,199471,48718,138294,73775,17138
1993-07-13,-93390,63201,204057,49761,143151,76537,13336
1993-07-20,-95498,64482,204642,51185,146683,74337,9855
1993-07-27,-91638,58849,197704,49019,140657,69330,10481
1993-08-03,-113071,69597,206869,37142,150213,82076,12479
1993-08-10,-64385,42366,176847,51696,116081,55725,13359
1993-08-17,-52663,28996,172814,60168,112831,41868,12872
1993-08-24,-56166,32666,172556,62404,118570,44404,11738
1993-08-31,-56464,36089,175913,63290,119754,48894,12805
1993-09-07,-35878,26752,179032,78805,114683,45493,18741
1993-09-14,-27034,20520,171512,80158,107192,38360,17840
1993-09-21,-27719,16570,159931,75554,103273,32735,16165
1993-09-28,-28063,16135,154198,72225,100288,31272,15137
1993-10-05,-22167,13227,151216,73281,95448,29815,16588
1993-10-12,-43835,25891,151204,60068,103903,36607,10716
1993-10-19,-49343,28138,149633,57287,106630,37249,9111
1993-10-26,-51854,31044,154785,56961,108815,41405,10361
1993-11-02,-41148,25134,146843,56427,97575,37080,11946
1993-11-09,-56797,31416,154670,48124,104921,44920,13504
1993-11-16,-63951,34752,151618,45116,109067,41735,6983
1993-11-23,-63066,35913,154281,45351,108417,42924,7011
1993-11-30,-42809,24551,147175,54605,97414,35713,11162
1993-12-07,-57671,32153,142524,41318,98989,40747,8594
1993-12-14,-73643,44884,156428,37153,110796,52864,7980
1993-12-21,-74408,45594,159335,38474,112882,53916,8322
1993-12-28,-73471,45785,159847,40212,113683,54009,8224
1994-01-04,-83485,49762,170497,31550,115035,59294,9532
1994-01-11,-63226,41333,157271,36364,99590,50144,8811
1994-01-18,-76460,44728,159083,32632,109092,51621,6893
1994-01-25,-51813,28503,147945,45607,97420,38287,9784
1994-02-01,-39845,20778,134302,42783,82628,35258,14480
1994-02-08,-36859,20471,136106,49322,86181,34704,14233
1994-02-15,-37907,20610,140211,52011,89918,34398,13788
1994-02-22,-29851,12180,139965,55220,85071,30012,17832
1994-03-01,-22080,7476,148260,59637,81717,33205,25729
1994-03-08,-13992,1064,146116,65989,79981,28210,27146
1994-03-15,-41472,20738,142387,49538,91010,35954,15216
1994-03-22,-48303,22240,147001,47872,96175,37614,15374
1994-03-29,-53193,23715,147441,44989,98182,39949,16234
1994-04-05,-46375,17405,138683,42664,89039,35281,17876
1994-04-12,-22186,3038,140190,53837,76023,30231,27193
1994-04-19,4640,-16821,150065,68830,64190,25666,42487
1994-04-26,12318,-26715,149682,74124,61806,21360,48075
1994-05-03,13400,-25375,150507,74892,61492,23855,49230
1994-05-10,-7478,-8341,142039,63828,71306,25958,34299
1994-05-17,-16807,-2182,144784,58995,75802,30099,32281
1994-05-24,-28212,8291,154408,60829,89041,37509,29218
1994-05-31,-38468,21514,148143,53859,92327,45219,23705
1994-06-07,-20139,5433,136615,58939,79078,31353,25920
1994-06-14,-25825,10225,138822,55774,81599,33843,23618
1994-06-21,-61377,33546,161383,45752,107129,55391,21845
1994-06-28,-37840,15934,148851,51710,89550,39328,23394
1994-07-05,-35976,13028,146005,51644,87620,36631,23603
1994-07-12,-31331,9655,145019,56076,87407,32962,23307
1994-07-19,-26287,10011,153041,68665,94952,33006,22995
1994-07-26,-30011,11391,149109,62897,92908,34041,22650
1994-08-02,-1400,-4901,145660,65127,66527,33034,37935
1994-08-09,7440,-13550,155058,73031,65591,32524,46074
1994-08-16,14907,-17728,160298,79665,64758,27649,45377
1994-08-23,1801,-7901,156684,75417,73616,30405,38306
1994-08-30,-29691,15044,156676,65755,95446,38628,23584
1994-09-06,-37112,18840,157364,62716,99828,40107,21267
1994-09-13,-52408,31808,159123,57174,109582,42907,11099
1994-09-20,-76264,47045,174646,53595,129859,58124,11079
1994-09-27,-84894,58198,184697,53032,137926,66886,8688
1994-10-04,-84664,57440,188054,56367,141031,66676,9236
1994-10-11,-46359,27284,164252,64796,111155,38255,10971
1994-10-18,-35804,16986,156161,63875,99679,32979,15993
1994-10-25,-40185,21671,157554,64591,104776,35388,13717
1994-11-01,-2631,-7664,163943,79368,81999,30039,37703
1994-11-08,-1768,-10416,166608,79173,80941,30702,41118
1994-11-15,3055,-14600,166090,80445,77390,26522,41122
1994-11-22,7053,-14099,170691,82960,75907,23152,37251
1994-11-29,15250,-20400,172690,94165,78915,19279,39679
1994-12-06,48754,-45078,180619,112946,64192,14632,59710
1994-12-13,47976,-46879,179346,109896,61920,14093,60972
1994-12-20,38137,-40107,175686,104448,66311,14095,54202
1994-12-27,38637,-40228,179759,110098,71461,13482,53710
1995-01-03,31768,-34066,178399,107348,75580,13004,47070
1995-01-10,56546,-49579,196271,130319,73773,14517,64096
1995-01-17,40948,-37834,188429,121211,80263,15750,53584
1995-01-24,24387,-21914,175858,109250,84863,16319,38233
1995-01-31,33225,-30580,171777,110145,76920,14708,45288
1995-02-07,36209,-31103,172009,107861,71652,15943,47046
1995-02-14,33652,-29254,171401,108789,75137,15637,44891
1995-02-21,20967,-23766,169377,101870,80903,15597,39363
1995-02-28,29426,-29233,174285,110501,81075,14603,43836
1995-03-07,-1329,-9534,168151,92777,94106,15813,25347
1995-03-14,-18210,6951,167938,88890,107100,19918,12967
1995-03-21,-14637,3633,168138,93215,107852,15352,11719
1995-03-28,-15416,841,162245,89743,105159,12659,11818
1995-04-04,-55256,33691,187495,83346,138602,39871,6180
1995-04-11,-60838,36445,191233,83303,144141,43265,6820
1995-04-18,-66611,38686,198168,85055,151666,44945,6259
1995-04-25,-62588,35873,196084,86275,148863,42702,6829
1995-05-02,-37149,18691,177178,91720,128869,25653,6962
1995-05-09,-7484,-1135,170206,103960,111444,12615,13750
1995-05-16,1564,-6041,173860,108613,107049,13179,19220
1995-05-23,7016,-10517,181812,117613,110597,11361,21878
1995-05-30,946,-6054,159456,99640,98694,11716,17770
1995-06-06,-1209,-4280,170887,109786,110995,13907,18187
1995-06-13,-13320,4428,164848,102130,115450,17242,12814
1995-06-20,-38185,26167,183209,103006,141191,33046,6879
1995-06-27,-31775,21441,177052,104276,136051,29025,7584
1995-07-03,2116,-3573,175928,120041,117925,18389,21962
1995-07-11,11334,-12107,184850,129634,118300,14673,26780
1995-07-18,-14040,7880,171900,107914,121954,20360,12480
1995-07-25,-4311,2003,168448,108254,112565,16627,14624
1995-08-01,29919,-27149,170099,117679,87760,13084,40233
1995-08-08,31362,-30990,177811,117389,86027,15272,46262
1995-08-15,12842,-17215,173296,114219,101377,14838,32053
1995-08-22,31023,-33118,175852,121716,90693,12195,45313
1995-08-29,34774,-36327,177422,122962,88188,11333,47660
1995-09-05,42665,-41350,183988,126514,83849,12639,53989
1995-09-12,26282,-29034,186741,122310,96028,15444,44478
1995-09-19,15981,-21757,188070,121328,105347,16915,38672
1995-09-26,23033,-26847,184643,124246,101213,14513,41360
1995-10-03,31087,-31589,180193,123498,92411,13167,44756
1995-10-10,20451,-25188,180595,119805,99354,15392,40580
1995-10-17,24814,-28422,181415,123875,99061,13493,41915
1995-10-24,40820,-41419,191143,134142,93322,13266,54685
1995-10-31,38409,-38626,192942,134532,96123,14314,52940
1995-11-07,19861,-26204,187463,120337,100476,15493,41697
1995-11-14,-21238,8237,172130,96779,118017,23423,15186
1995-11-21,-13662,2900,155570,88430,102092,17247,14347
1995-11-28,-4871,-2422,150937,84850,89721,14863,17285
1995-12-05,-10005,-292,139049,76282,86287,15236,15528
1995-12-12,-26042,11085,144601,69524,95566,24462,13377
1995-12-19,-16781,3027,142709,76641,93422,16148,13121
1995-12-26,-16670,2260,141213,75655,92325,15493,13233
1996-01-02,-26283,10394,148656,73546,99829,22223,11829
1996-01-09,-71987,49651,196205,75052,147039,56064,6413
1996-01-16,-85489,58136,213033,79728,165217,64825,6689
1996-01-23,-98449,69342,226823,78002,176451,72631,3289
1996-01-30,-94207,67694,223800,77403,171610,73978,6284
1996-02-06,-94308,63845,235728,89164,183472,72958,9113
1996-02-13,-79046,48593,224779,95235,174281,55477,6884
1996-02-20,-71786,41110,221187,100192,171978,49123,8013
1996-02-27,-72747,38276,220205,102754,175501,44106,5830
1996-03-05,-51941,22290,206708,100702,152643,32146,9856
1996-03-12,-58432,24809,208236,98394,156826,34232,9423
1996-03-19,-50205,17064,197708,97546,147751,29171,12107
1996-03-26,-70124,31701,201147,84317,154441,39469,7768
1996-04-02,-51568,24805,189385,88576,140144,36397,11592
1996-04-09,-57657,29963,202031,92202,149859,42220,12257
1996-04-16,-28945,6590,201839,109777,138722,24271,17681
1996-04-23,-22779,547,203351,114426,137205,24144,23597
1996-04-30,-23781,-1038,206658,115145,138926,24448,25486
1996-05-07,-33380,4824,201442,104407,137787,25875,21051
1996-05-14,-22968,-5036,205744,112867,135835,23187,28223
1996-05-21,-11952,-10903,205874,115820,127772,23277,34180
1996-05-28,-16263,-7966,202685,109750,126013,23843,31809
1996-06-04,-5905,-12767,183865,97804,103709,25230,37997
1996-06-11,21728,-36559,189544,114523,92795,16825,53384
1996-06-18,19628,-31956,192486,117940,98312,18772,50728
1996-06-25,19749,-30030,194460,118840,99091,18980,49010
1996-07-02,31539,-38811,196152,126988,95449,13499,52310
1996-07-09,27290,-35774,197471,126504,99214,13856,49630
1996-07-16,20417,-32006,187816,117518,97101,10183,42189
1996-07-23,17853,-28147,176128,106893,89040,10760,38907
1996-07-30,13698,-23604,169384,105049,91351,11780,35384
1996-08-06,-12234,-3809,158371,89608,101842,14155,17964
1996-08-13,-13959,-3430,160705,90375,104334,13969,17399
1996-08-20,-9599,-6404,157653,90037,99636,12948,19352
1996-08-27,-14961,-2528,160819,90764,105725,14313,16841
1996-09-03,2264,-16603,162775,95941,93677,10839,27442
1996-09-10,36737,-47032,186183,120065,83328,10988,58020
1996-09-17,44013,-52246,191988,126902,82889,11628,63874
1996-09-24,49539,-55814,189340,128476,78937,9958,65772
1996-10-01,56435,-58264,197398,139012,82577,10856,69120
1996-10-08,51359,-54245,193843,133689,82330,12001,66246
1996-10-15,44452,-50773,196753,132953,88501,14657,65430
1996-10-22,26678,-36015,187813,122605,95927,12240,48255
1996-10-29,36786,-44374,187475,125555,88769,10169,54543
1996-11-05,50315,-53706,193964,134149,83834,10481,64187
1996-11-12,33997,-40180,189454,124540,90543,13614,53794
1996-11-19,32022,-40059,175954,113842,81820,10143,50202
1996-11-26,51990,-54593,191221,133250,81260,10662,65255
1996-12-03,51081,-53975,188166,129083,78002,11865,65840
1996-12-10,34985,-37492,185516,124975,89990,13689,51181
1996-12-17,34372,-37027,185415,126060,91688,12219,49246
1996-12-24,36619,-37541,186187,129300,92681,11874,49415
1996-12-31,43433,-41925,189805,132509,89076,11848,53773
1997-01-07,50349,-48156,201412,142810,92461,11368,59524
1997-01-14,56598,-52969,204117,148436,91838,7643,60612
1997-01-21,53874,-50270,205471,146541,92667,7815,58085
1997-01-28,41891,-38956,189160,131672,89781,10226,49182
1997-02-04,46046,-47783,191347,135757,89711,7438,55221
1997-02-11,44754,-46650,195275,139125,94371,8403,55053
1997-02-18,31067,-33861,194794,131009,99942,14150,48011
1997-02-25,18039,-21241,184459,121543,103504,14009,35250
1997-03-04,-11636,2573,174030,100996,112632,21214,18641
1997-03-11,-10837,-1213,170832,99498,110335,15219,16432
1997-03-18,1892,-10871,172691,101843,99951,12800,23671
1997-03-25,-1278,-6715,163639,96276,97554,16865,23580
1997-04-01,2875,-9462,152107,95210,92335,10496,19958
1997-04-08,2811,-8863,148359,91818,89007,10019,18882
1997-04-15,27006,-28353,159410,101797,74791,8895,37248
1997-04-22,34062,-37500,162911,104100,70038,9131,46631
1997-04-29,36688,-39932,163585,105901,69213,8071,48003
1997-05-06,37069,-40249,168134,107085,70016,8661,48910
1997-05-13,12339,-17683,162528,93680,81341,14204,31887
1997-05-20,25038,-30237,159466,97955,72917,10213,40450
1997-05-27,24042,-29548,158811,97036,72994,10253,39801
1997-06-03,28104,-30798,150801,96893,68789,8479,39277
1997-06-10,33232,-36192,160675,104606,71374,7903,44095
1997-06-17,36168,-37579,164407,109496,73328,8277,45856
1997-06-24,55432,-54593,185491,125591,70159,9490,64083
1997-07-01,70665,-67011,196108,139801,69136,5230,72241
1997-07-08,79071,-72440,217966,157324,78253,6339,78779
1997-07-15,82151,-74588,217370,156780,74629,7397,81985
1997-07-22,67975,-61486,204631,140751,72776,10794,72280
1997-07-29,60319,-56626,194719,133032,72713,11544,68170
1997-08-05,76614,-70906,197799,147444,70830,6513,77419
1997-08-12,50748,-49704,196685,129979,79231,14018,63722
1997-08-19,55661,-56409,201656,140302,84641,7183,63592
1997-08-26,47944,-51542,196870,133381,85437,7589,59131
1997-09-02,56650,-59794,195898,138746,82096,6674,66468
1997-09-09,59406,-59414,202432,144584,85178,6595,66009
1997-09-16,63358,-62430,205520,148037,84679,4357,66787
1997-09-23,62082,-62897,201439,146080,83998,4678,67575
1997-09-30,-1400,-19832,182284,100304,101704,22302,42134
1997-10-07,-27190,3450,182549,79426,106616,41536,38086
1997-10-14,-9837,-7739,176930,85885,95722,30291,38030
1997-10-21,14767,-29797,175223,102442,87675,13909,43706
1997-10-28,58365,-64506,217825,147762,89397,7117,71623
1997-11-04,59772,-63574,217937,151730,91958,8017,71591
1997-11-11,57008,-59910,214765,147357,90349,8834,68744
1997-11-18,48045,-50649,214353,140488,92443,13705,64354
1997-11-25,59515,-59762,192531,133374,73859,9687,69449
1997-12-02,61913,-60488,194540,133401,71488,10682,71170
1997-12-09,60757,-62620,197049,132395,71638,10623,73243
1997-12-16,58360,-58769,187364,123302,64942,9866,68635
1997-12-23,45572,-51784,183073,109997,64425,10200,61984
1997-12-30,44444,-51044,177704,109536,65092,9580,60624
1998-01-06,56491,-58584,189409,121497,65006,9714,68298
1998-01-13,55356,-58528,191691,123854,68498,9852,68380
1998-01-20,45250,-51674,181245,111193,65943,10105,61779
1998-01-27,15266,-24132,162174,92532,77266,12390,36522
1998-02-03,14711,-23998,164191,95566,80855,14549,38547
1998-02-10,9290,-21269,169296,96853,87563,15393,36662
1998-02-17,15807,-24047,172572,101077,85270,14602,38649
1998-02-24,31273,-33446,178732,112478,81205,13023,46469
1998-03-03,21018,-27892,181113,108038,87020,15161,43053
1998-03-10,30508,-34653,184128,113872,83364,13496,48149
1998-03-17,51280,-51298,200258,135033,83753,7047,58345
1998-03-24,36696,-42151,172915,109127,72431,6820,48971
1998-03-31,11757,-21627,161065,90868,79111,14151,35778
1998-04-07,-24516,5247,180125,80360,104876,35912,30665
1998-04-14,-28572,8196,182619,79027,107599,39334,31138
1998-04-21,-36214,12591,184930,76768,112982,41712,29121
1998-04-28,-37104,17885,183719,77633,114737,41569,23684
1998-05-05,-17711,5231,173676,81123,98834,33098,27867
1998-05-12,10449,-18715,156329,87130,76681,12860,31575
1998-05-19,8707,-17247,154467,86888,78181,12490,29737
1998-05-26,15320,-22206,149778,85218,69898,11717,33923
1998-06-02,56546,-53056,171275,115290,58744,7556,60612
1998-06-09,52785,-51174,171755,114066,61281,7000,58174
1998-06-16,63704,-60827,182514,127101,63397,5082,65909
1998-06-23,37799,-37515,167070,111188,73389,5441,42956
1998-06-30,33929,-35917,164716,111528,77599,5022,40939
1998-07-07,31901,-34015,167652,110070,78169,8467,42482
1998-07-14,35124,-37659,171176,111476,76352,6518,44177
1998-07-21,30209,-33652,170503,111414,81205,6425,40077
1998-07-28,40337,-39767,164221,107815,67478,7801,47568
1998-08-04,62369,-58795,179832,124980,62611,8618,67413
1998-08-11,64062,-59710,185167,129913,65851,9059,68769
1998-08-18,65101,-59610,195394,133248,68147,12089,71699
1998-08-25,67167,-61510,199774,139764,72597,10539,72049
1998-09-01,76329,-69789,207005,150324,73995,6779,76568
1998-09-08,51654,-51325,197099,133363,81709,7890,59215
1998-09-15,15991,-20115,173813,109857,93866,10405,30520
1998-09-22,10317,-19013,174705,106870,96553,13273,32286
1998-09-29,-6738,-5911,175102,97831,104569,18982,24893
1998-10-06,-41938,23669,190174,90267,132205,36588,12919
1998-10-13,-36847,20132,187179,92675,129522,32954,12822
1998-10-20,-28916,15791,184842,94588,123504,29034,13243
