date,comm_net,noncomm_net,open_interest,comm_positions_long_all,comm_positions_short_all,noncomm_positions_long_all,noncomm_positions_short_all
1990-02-15,-4936,-4452,63179,30333,35269,8824,13276
1990-02-28,26781,-21185,80467,50009,23228,6925,28110
1990-03-15,25828,-20895,96299,64271,38443,8513,29408
1990-03-30,10533,-7222,68066,27950,17417,19563,26785
1990-04-12,7297,-4893,67872,29849,22552,16068,20961
1990-04-30,5046,-6687,74209,33591,28545,12573,19260
1990-05-15,-23301,7533,82431,28059,51360,20232,12699
1990-05-31,-21103,6426,75157,28080,49183,13166,6740
1990-06-15,-753,-1796,67044,30293,31046,9069,10865
1990-06-29,-7403,-2664,44853,11576,18979,9982,12646
1990-07-13,-36320,15044,70338,12593,48913,25701,10657
1990-07-31,-23362,5924,62136,17364,40726,16271,10347
1990-08-15,-12757,4189,62083,21383,34140,18485,14296
1990-08-31,-25931,11110,72590,21439,47370,24957,13847
1990-09-14,-23891,8210,90764,38921,62812,22973,14763
1990-09-28,-16557,5923,69109,22670,39227,23915,17992
1990-10-15,-35234,17139,75460,20986,56220,27491,10352
1990-10-31,-29325,15131,77323,27788,57113,23209,8078
1990-11-15,-9727,-520,80442,39651,49378,11050,11570
