epoch,quote,digit,sigma,sigma_bin
1781648596,199.04,4,3.5192,35
1781648597,199.07,7,3.5198,35
1781648598,199.15,5,3.5249,35
1781648599,199.21,1,3.5238,35
1781648600,199.24,4,3.5238,35
1781648601,199.19,9,3.5258,35
1781648602,199.22,2,3.5264,35
1781648603,199.25,5,3.5259,35
1781648604,199.27,7,3.5255,35
1781648605,199.25,5,3.5255,35
1781648606,199.25,5,3.5252,35
1781648607,199.23,3,3.5252,35
1781648608,199.28,8,3.5272,35
1781648609,199.24,4,3.5264,35
1781648610,199.22,2,3.5255,35
1781648611,199.2,0,3.5251,35
1781648612,199.17,7,3.5251,35
1781648613,199.12,2,3.5220,35
1781648614,199.03,3,3.5277,35
1781648615,199.02,2,3.5265,35
1781648616,199.05,5,3.5272,35
1781648617,199.05,5,3.5272,35
1781648618,199.07,7,3.5262,35
1781648619,199.07,7,3.5261,35
1781648620,199.02,2,3.5274,35
1781648621,199,0,3.5276,35
1781648622,198.89,9,3.5364,35
1781648623,198.9,0,3.5358,35
1781648624,198.89,9,3.5320,35
1781648625,198.88,8,3.5318,35
1781648626,198.86,6,3.5320,35
1781648627,198.82,2,3.5320,35
1781648628,198.81,1,3.5321,35
1781648629,198.78,8,3.5325,35
1781648630,198.72,2,3.5353,35
1781648631,198.66,6,3.5362,35
1781648632,198.66,6,3.5355,35
1781648633,198.65,5,3.5353,35
1781648634,198.69,9,3.5364,35
1781648635,198.68,8,3.5365,35
1781648636,198.71,1,3.5371,35
1781648637,198.75,5,3.5384,35
1781648638,198.74,4,3.5382,35
1781648639,198.74,4,3.5369,35
1781648640,198.75,5,3.5363,35
1781648641,198.71,1,3.5375,35
1781648642,198.72,2,3.5375,35
1781648643,198.75,5,3.5382,35
1781648644,198.69,9,3.5408,35
1781648645,198.78,8,3.5452,35
1781648646,198.79,9,3.5440,35
1781648647,198.84,4,3.5452,35
1781648648,198.82,2,3.5455,35
1781648649,198.81,1,3.5436,35
1781648650,198.82,2,3.5430,35
1781648651,198.91,1,3.5473,35
1781648652,198.91,1,3.5473,35
1781648653,198.95,5,3.5473,35
1781648654,199.01,1,3.5494,35
1781648655,198.99,9,3.5490,35
1781648656,199.01,1,3.5465,35
1781648657,199.02,2,3.5387,35
1781648658,199.08,8,3.5408,35
1781648659,199.05,5,3.5396,35
1781648660,199.05,5,3.5393,35
1781648661,199.04,4,3.5390,35
1781648662,198.98,8,3.5418,35
1781648663,198.98,8,3.5417,35
1781648664,199.01,1,3.5421,35
1781648665,198.94,4,3.5456,35
1781648666,198.92,2,3.5440,35
1781648667,198.94,4,3.5442,35
1781648668,198.9,0,3.5448,35
1781648669,198.94,4,3.5457,35
1781648670,198.94,4,3.5429,35
1781648671,198.98,8,3.5441,35
1781648672,198.92,2,3.5449,35
1781648673,198.93,3,3.5450,35
1781648674,198.93,3,3.5450,35
1781648675,198.97,7,3.5455,35
1781648676,198.99,9,3.5459,35
1781648677,199.03,3,3.5452,35
1781648678,199.05,5,3.5452,35
1781648679,199.01,1,3.5463,35
1781648680,198.97,7,3.5469,35
1781648681,198.95,5,3.5469,35
1781648682,198.96,6,3.5470,35
1781648683,198.89,9,3.5488,35
1781648684,198.88,8,3.5488,35
1781648685,198.84,4,3.5501,36
1781648686,198.81,1,3.5507,36
1781648687,198.86,6,3.5526,36
1781648688,198.86,6,3.5513,36
1781648689,198.88,8,3.5504,36
1781648690,198.91,1,3.5510,36
1781648691,198.89,9,3.5513,36
1781648692,198.91,1,3.5516,36
1781648693,198.97,7,3.5544,36
1781648694,198.98,8,3.5538,36
1781648695,198.96,6,3.5540,36
1781648696,198.91,1,3.5556,36
1781648697,198.89,9,3.5552,36
1781648698,198.88,8,3.5515,36
1781648699,198.83,3,3.5527,36
1781648700,198.84,4,3.5500,36
1781648701,198.86,6,3.5503,36
1781648702,198.78,8,3.5552,36
1781648703,198.77,7,3.5525,36
1781648704,198.78,8,3.5526,36
1781648705,198.81,1,3.5513,36
1781648706,198.8,0,3.5511,36
1781648707,198.77,7,3.5511,36
1781648708,198.82,2,3.5531,36
1781648709,198.81,1,3.5531,36
1781648710,198.82,2,3.5520,36
1781648711,198.84,4,3.5522,36
1781648712,198.79,9,3.5522,36
1781648713,198.85,5,3.5550,36
1781648714,198.88,8,3.5529,36
1781648715,198.85,5,3.5529,36
1781648716,198.89,9,3.5538,36
1781648717,198.86,6,3.5538,36
1781648718,198.86,6,3.5538,36
1781648719,198.88,8,3.5522,36
1781648720,198.91,1,3.5522,36
1781648721,198.94,4,3.5528,36
1781648722,198.94,4,3.5527,36
1781648723,198.94,4,3.5527,36
1781648724,198.93,3,3.5500,36
1781648725,198.92,2,3.5451,35
1781648726,198.89,9,3.5430,35
1781648727,198.84,4,3.5448,35
1781648728,198.89,9,3.5455,35
1781648729,198.95,5,3.5483,35
1781648730,199.01,1,3.5508,36
1781648731,199.01,1,3.5507,36
1781648732,198.98,8,3.5513,36
1781648733,199.03,3,3.5526,36
1781648734,198.97,7,3.5554,36
1781648735,198.95,5,3.5545,36
1781648736,198.94,4,3.5526,36
1781648737,198.98,8,3.5510,36
1781648738,199,0,3.5494,35
1781648739,198.99,9,3.5475,35
1781648740,198.93,3,3.5491,35
1781648741,198.94,4,3.5484,35
1781648742,198.9,0,3.5494,35
1781648743,198.9,0,3.5493,35
1781648744,198.98,8,3.5531,36
1781648745,198.96,6,3.5533,36
1781648746,198.92,2,3.5533,36
1781648747,198.96,6,3.5542,36
1781648748,199.02,2,3.5563,36
1781648749,199.02,2,3.5560,36
1781648750,198.97,7,3.5579,36
1781648751,199.03,3,3.5588,36
1781648752,198.97,7,3.5609,36
1781648753,198.94,4,3.5615,36
1781648754,198.96,6,3.5618,36
1781648755,198.91,1,3.5634,36
1781648756,198.88,8,3.5629,36
1781648757,198.94,4,3.5657,36
1781648758,198.92,2,3.5641,36
1781648759,198.88,8,3.5652,36
1781648760,198.93,3,3.5652,36
1781648761,198.88,8,3.5665,36
1781648762,198.9,0,3.5667,36
1781648763,198.84,4,3.5645,36
1781648764,198.83,3,3.5618,36
1781648765,198.87,7,3.5618,36
1781648766,198.85,5,3.5602,36
1781648767,198.85,5,3.5601,36
1781648768,198.83,3,3.5585,36
1781648769,198.82,2,3.5578,36
1781648770,198.85,5,3.5582,36
1781648771,198.86,6,3.5582,36
1781648772,198.8,0,3.5610,36
1781648773,198.78,8,3.5594,36
1781648774,198.81,1,3.5594,36
1781648775,198.79,9,3.5594,36
1781648776,198.81,1,3.5594,36
1781648777,198.82,2,3.5588,36
1781648778,198.71,1,3.5619,36
1781648779,198.67,7,3.5612,36
1781648780,198.62,2,3.5628,36
1781648781,198.61,1,3.5626,36
1781648782,198.66,6,3.5642,36
1781648783,198.62,2,3.5617,36
1781648784,198.6,0,3.5617,36
1781648785,198.63,3,3.5585,36
1781648786,198.55,5,3.5623,36
1781648787,198.61,1,3.5650,36
1781648788,198.6,0,3.5648,36
1781648789,198.67,7,3.5685,36
1781648790,198.7,0,3.5689,36
1781648791,198.66,6,3.5694,36
1781648792,198.65,5,3.5683,36
1781648793,198.63,3,3.5686,36
1781648794,198.64,4,3.5659,36
1781648795,198.51,1,3.5771,36
1781648796,198.53,3,3.5771,36
1781648797,198.48,8,3.5762,36
1781648798,198.5,0,3.5765,36
1781648799,198.48,8,3.5761,36
1781648800,198.38,8,3.5819,36
1781648801,198.38,8,3.5816,36
1781648802,198.44,4,3.5816,36
1781648803,198.43,3,3.5804,36
1781648804,198.41,1,3.5806,36
1781648805,198.39,9,3.5806,36
1781648806,198.36,6,3.5810,36
1781648807,198.45,5,3.5866,36
1781648808,198.47,7,3.5866,36
1781648809,198.45,5,3.5841,36
1781648810,198.5,0,3.5848,36
1781648811,198.48,8,3.5839,36
1781648812,198.51,1,3.5827,36
1781648813,198.46,6,3.5843,36
1781648814,198.54,4,3.5865,36
1781648815,198.6,0,3.5892,36
1781648816,198.56,6,3.5903,36
1781648817,198.55,5,3.5876,36
1781648818,198.58,8,3.5882,36
1781648819,198.62,2,3.5892,36
1781648820,198.66,6,3.5892,36
1781648821,198.68,8,3.5892,36
1781648822,198.73,3,3.5892,36
1781648823,198.72,2,3.5880,36
1781648824,198.76,6,3.5892,36
1781648825,198.79,9,3.5880,36
1781648826,198.79,9,3.5852,36
1781648827,198.76,6,3.5856,36
1781648828,198.74,4,3.5856,36
1781648829,198.71,1,3.5863,36
1781648830,198.69,9,3.5859,36
1781648831,198.67,7,3.5862,36
1781648832,198.64,4,3.5865,36
1781648833,198.6,0,3.5877,36
1781648834,198.59,9,3.5815,36
1781648835,198.58,8,3.5815,36
1781648836,198.6,0,3.5817,36
1781648837,198.61,1,3.5806,36
1781648838,198.63,3,3.5806,36
1781648839,198.64,4,3.5806,36
1781648840,198.57,7,3.5841,36
1781648841,198.56,6,3.5829,36
1781648842,198.53,3,3.5824,36
1781648843,198.53,3,3.5796,36
1781648844,198.52,2,3.5796,36
1781648845,198.48,8,3.5789,36
1781648846,198.48,8,3.5788,36
1781648847,198.4,0,3.5830,36
1781648848,198.38,8,3.5827,36
1781648849,198.4,0,3.5792,36
1781648850,198.44,4,3.5785,36
1781648851,198.37,7,3.5816,36
1781648852,198.4,0,3.5823,36
1781648853,198.38,8,3.5823,36
1781648854,198.35,5,3.5810,36
1781648855,198.38,8,3.5817,36
1781648856,198.4,0,3.5817,36
1781648857,198.46,6,3.5838,36
1781648858,198.38,8,3.5868,36
1781648859,198.36,6,3.5871,36
1781648860,198.33,3,3.5877,36
1781648861,198.31,1,3.5877,36
1781648862,198.36,6,3.5884,36
1781648863,198.38,8,3.5859,36
1781648864,198.42,2,3.5859,36
1781648865,198.5,0,3.5902,36
1781648866,198.52,2,3.5902,36
1781648867,198.61,1,3.5961,36
1781648868,198.62,2,3.5943,36
1781648869,198.58,8,3.5936,36
1781648870,198.54,4,3.5936,36
1781648871,198.51,1,3.5940,36
1781648872,198.51,1,3.5939,36
1781648873,198.48,8,3.5945,36
1781648874,198.5,0,3.5941,36
1781648875,198.55,5,3.5961,36
1781648876,198.47,7,3.5991,36
1781648877,198.47,7,3.5984,36
1781648878,198.44,4,3.5991,36
1781648879,198.42,2,3.5987,36
1781648880,198.47,7,3.6005,36
1781648881,198.49,9,3.5996,36
1781648882,198.52,2,3.6002,36
1781648883,198.53,3,3.5996,36
1781648884,198.55,5,3.5992,36
1781648885,198.55,5,3.5954,36
1781648886,198.56,6,3.5943,36
1781648887,198.56,6,3.5943,36
1781648888,198.57,7,3.5943,36
1781648889,198.59,9,3.5934,36
1781648890,198.6,0,3.5922,36
1781648891,198.6,0,3.5910,36
1781648892,198.6,0,3.5903,36
1781648893,198.59,9,3.5891,36
1781648894,198.61,1,3.5875,36
1781648895,198.64,4,3.5881,36
1781648896,198.62,2,3.5883,36
1781648897,198.63,3,3.5872,36
1781648898,198.59,9,3.5877,36
1781648899,198.56,6,3.5884,36
1781648900,198.63,3,3.5921,36
1781648901,198.67,7,3.5914,36
1781648902,198.68,8,3.5914,36
1781648903,198.7,0,3.5905,36
1781648904,198.74,4,3.5910,36
1781648905,198.76,6,3.5906,36
1781648906,198.78,8,3.5906,36
1781648907,198.77,7,3.5907,36
1781648908,198.79,9,3.5903,36
1781648909,198.77,7,3.5879,36
1781648910,198.79,9,3.5881,36
1781648911,198.8,0,3.5882,36
1781648912,198.87,7,3.5907,36
1781648913,198.85,5,3.5910,36
1781648914,198.88,8,3.5916,36
1781648915,198.86,6,3.5918,36
1781648916,198.87,7,3.5856,36
1781648917,198.95,5,3.5905,36
1781648918,198.94,4,3.5905,36
1781648919,198.98,8,3.5917,36
1781648920,199,0,3.5882,36
1781648921,199.01,1,3.5855,36
1781648922,198.95,5,3.5855,36
1781648923,198.95,5,3.5855,36
1781648924,198.93,3,3.5838,36
1781648925,199,0,3.5869,36
1781648926,198.96,6,3.5854,36
1781648927,199,0,3.5847,36
1781648928,199.01,1,3.5848,36
1781648929,198.97,7,3.5859,36
1781648930,198.99,9,3.5824,36
1781648931,198.97,7,3.5827,36
1781648932,199.01,1,3.5820,36
1781648933,199.03,3,3.5820,36
1781648934,199.03,3,3.5807,36
1781648935,199.06,6,3.5811,36
1781648936,199.04,4,3.5802,36
1781648937,199.04,4,3.5789,36
1781648938,199.06,6,3.5785,36
1781648939,199.14,4,3.5816,36
1781648940,199.14,4,3.5816,36
1781648941,199.13,3,3.5813,36
1781648942,199.12,2,3.5814,36
1781648943,199.13,3,3.5803,36
1781648944,199.08,8,3.5822,36
1781648945,199.12,2,3.5822,36
1781648946,199.14,4,3.5824,36
1781648947,199.13,3,3.5822,36
1781648948,199.11,1,3.5825,36
1781648949,199.08,8,3.5831,36
1781648950,199.08,8,3.5830,36
1781648951,199.1,0,3.5834,36
1781648952,199.1,0,3.5830,36
1781648953,199.14,4,3.5824,36
1781648954,199.14,4,3.5811,36
1781648955,199.14,4,3.5811,36
1781648956,199.15,5,3.5811,36
1781648957,199.14,4,3.5809,36
1781648958,199.15,5,3.5790,36
1781648959,199.14,4,3.5778,36
1781648960,199.14,4,3.5766,36
1781648961,199.19,9,3.5782,36
1781648962,199.2,0,3.5755,36
1781648963,199.22,2,3.5739,36
1781648964,199.21,1,3.5733,36
1781648965,199.21,1,3.5732,36
1781648966,199.27,7,3.5757,36
1781648967,199.3,0,3.5757,36
1781648968,199.33,3,3.5763,36
1781648969,199.35,5,3.5754,36
1781648970,199.37,7,3.5756,36
1781648971,199.39,9,3.5696,36
1781648972,199.31,1,3.5745,36
1781648973,199.26,6,3.5752,36
1781648974,199.28,8,3.5748,36
1781648975,199.33,3,3.5755,36
1781648976,199.38,8,3.5775,36
1781648977,199.39,9,3.5737,36
1781648978,199.38,8,3.5726,36
1781648979,199.38,8,3.5706,36
1781648980,199.39,9,3.5704,36
1781648981,199.36,6,3.5710,36
1781648982,199.32,2,3.5722,36
1781648983,199.35,5,3.5691,36
1781648984,199.36,6,3.5684,36
1781648985,199.32,2,3.5696,36
1781648986,199.31,1,3.5694,36
1781648987,199.33,3,3.5684,36
1781648988,199.4,0,3.5722,36
1781648989,199.37,7,3.5716,36
1781648990,199.37,7,3.5716,36
1781648991,199.34,4,3.5719,36
1781648992,199.36,6,3.5719,36
1781648993,199.34,4,3.5716,36
1781648994,199.3,0,3.5728,36
1781648995,199.27,7,3.5732,36
1781648996,199.21,1,3.5747,36
1781648997,199.21,1,3.5698,36
1781648998,199.21,1,3.5678,36
1781648999,199.23,3,3.5680,36
1781649000,199.24,4,3.5678,36
1781649001,199.23,3,3.5659,36
1781649002,199.24,4,3.5659,36
1781649003,199.18,8,3.5680,36
1781649004,199.18,8,3.5677,36
1781649005,199.15,5,3.5684,36
1781649006,199.21,1,3.5705,36
1781649007,199.22,2,3.5705,36
1781649008,199.14,4,3.5754,36
1781649009,199.2,0,3.5762,36
1781649010,199.16,6,3.5774,36
1781649011,199.19,9,3.5778,36
1781649012,199.19,9,3.5778,36
1781649013,199.17,7,3.5780,36
1781649014,199.17,7,3.5742,36
1781649015,199.19,9,3.5738,36
1781649016,199.23,3,3.5751,36
1781649017,199.32,2,3.5785,36
1781649018,199.28,8,3.5760,36
1781649019,199.31,1,3.5655,36
1781649020,199.31,1,3.5627,36
1781649021,199.36,6,3.5645,36
1781649022,199.33,3,3.5652,36
1781649023,199.33,3,3.5649,36
1781649024,199.32,2,3.5650,36
1781649025,199.3,0,3.5653,36
1781649026,199.33,3,3.5657,36
1781649027,199.36,6,3.5661,36
1781649028,199.35,5,3.5624,36
1781649029,199.35,5,3.5620,36
1781649030,199.34,4,3.5609,36
1781649031,199.33,3,3.5606,36
1781649032,199.33,3,3.5594,36
1781649033,199.34,4,3.5588,36
1781649034,199.31,1,3.5582,36
1781649035,199.32,2,3.5576,36
1781649036,199.39,9,3.5602,36
1781649037,199.36,6,3.5609,36
1781649038,199.37,7,3.5597,36
1781649039,199.34,4,3.5604,36
1781649040,199.39,9,3.5624,36
1781649041,199.36,6,3.5631,36
1781649042,199.43,3,3.5641,36
1781649043,199.47,7,3.5652,36
1781649044,199.52,2,3.5665,36
1781649045,199.51,1,3.5665,36
1781649046,199.51,1,3.5665,36
1781649047,199.52,2,3.5665,36
1781649048,199.44,4,3.5714,36
1781649049,199.48,8,3.5726,36
1781649050,199.51,1,3.5732,36
1781649051,199.48,8,3.5726,36
1781649052,199.53,3,3.5733,36
1781649053,199.55,5,3.5709,36
1781649054,199.58,8,3.5703,36
1781649055,199.57,7,3.5701,36
1781649056,199.53,3,3.5694,36
1781649057,199.53,3,3.5687,36
1781649058,199.56,6,3.5694,36
1781649059,199.55,5,3.5694,36
1781649060,199.53,3,3.5694,36
1781649061,199.54,4,3.5695,36
1781649062,199.56,6,3.5698,36
1781649063,199.55,5,3.5691,36
1781649064,199.51,1,3.5703,36
1781649065,199.47,7,3.5709,36
1781649066,199.55,5,3.5758,36
1781649067,199.49,9,3.5778,36
1781649068,199.49,9,3.5775,36
1781649069,199.47,7,3.5778,36
1781649070,199.42,2,3.5791,36
1781649071,199.42,2,3.5778,36
1781649072,199.4,0,3.5778,36
1781649073,199.38,8,3.5769,36
1781649074,199.38,8,3.5762,36
1781649075,199.37,7,3.5756,36
1781649076,199.36,6,3.5729,36
1781649077,199.35,5,3.5717,36
1781649078,199.35,5,3.5710,36
1781649079,199.25,5,3.5725,36
1781649080,199.21,1,3.5730,36
1781649081,199.25,5,3.5723,36
1781649082,199.23,3,3.5649,36
1781649083,199.25,5,3.5649,36
1781649084,199.27,7,3.5645,36
1781649085,199.36,6,3.5705,36
1781649086,199.34,4,3.5695,36
1781649087,199.31,1,3.5699,36
1781649088,199.31,1,3.5692,36
1781649089,199.35,5,3.5685,36
1781649090,199.38,8,3.5689,36
1781649091,199.35,5,3.5696,36
1781649092,199.36,6,3.5684,36
1781649093,199.36,6,3.5646,36
1781649094,199.36,6,3.5634,36
1781649095,199.41,1,3.5634,36
1781649096,199.38,8,3.5628,36
1781649097,199.43,3,3.5647,36
1781649098,199.43,3,3.5644,36
1781649099,199.41,1,3.5619,36
1781649100,199.38,8,3.5588,36
1781649101,199.38,8,3.5588,36
1781649102,199.42,2,3.5593,36
1781649103,199.39,9,3.5597,36
1781649104,199.37,7,3.5581,36
1781649105,199.41,1,3.5586,36
1781649106,199.38,8,3.5590,36
1781649107,199.44,4,3.5617,36
1781649108,199.46,6,3.5617,36
1781649109,199.43,3,3.5624,36
1781649110,199.38,8,3.5642,36
1781649111,199.33,3,3.5659,36
1781649112,199.28,8,3.5671,36
1781649113,199.34,4,3.5696,36
1781649114,199.3,0,3.5708,36
1781649115,199.31,1,3.5705,36
1781649116,199.28,8,3.5709,36
1781649117,199.31,1,3.5704,36
1781649118,199.34,4,3.5708,36
1781649119,199.29,9,3.5664,36
1781649120,199.28,8,3.5652,36
1781649121,199.3,0,3.5649,36
1781649122,199.33,3,3.5649,36
1781649123,199.35,5,3.5649,36
1781649124,199.4,0,3.5665,36
1781649125,199.4,0,3.5664,36
1781649126,199.41,1,3.5664,36
1781649127,199.4,0,3.5665,36
1781649128,199.35,5,3.5656,36
1781649129,199.4,0,3.5675,36
1781649130,199.41,1,3.5673,36
1781649131,199.44,4,3.5677,36
1781649132,199.46,6,3.5679,36
1781649133,199.48,8,3.5679,36
1781649134,199.47,7,3.5679,36
1781649135,199.45,5,3.5681,36
1781649136,199.53,3,3.5703,36
1781649137,199.56,6,3.5703,36
1781649138,199.59,9,3.5710,36
1781649139,199.56,6,3.5714,36
1781649140,199.55,5,3.5702,36
1781649141,199.61,1,3.5730,36
1781649142,199.61,1,3.5730,36
1781649143,199.59,9,3.5730,36
1781649144,199.56,6,3.5698,36
1781649145,199.57,7,3.5671,36
1781649146,199.56,6,3.5671,36
1781649147,199.52,2,3.5680,36
1781649148,199.56,6,3.5655,36
1781649149,199.61,1,3.5673,36
1781649150,199.62,2,3.5673,36
1781649151,199.64,4,3.5673,36
1781649152,199.6,0,3.5658,36
1781649153,199.58,8,3.5642,36
1781649154,199.6,0,3.5642,36
1781649155,199.54,4,3.5642,36
1781649156,199.5,0,3.5651,36
1781649157,199.49,9,3.5613,36
1781649158,199.49,9,3.5613,36
1781649159,199.51,1,3.5596,36
1781649160,199.5,0,3.5590,36
1781649161,199.56,6,3.5617,36
1781649162,199.59,9,3.5605,36
1781649163,199.64,4,3.5624,36
1781649164,199.64,4,3.5604,36
1781649165,199.63,3,3.5577,36
1781649166,199.65,5,3.5577,36
1781649167,199.66,6,3.5574,36
1781649168,199.67,7,3.5547,36
1781649169,199.69,9,3.5543,36
1781649170,199.68,8,3.5494,35
1781649171,199.66,6,3.5490,35
1781649172,199.7,0,3.5483,35
1781649173,199.63,3,3.5518,36
1781649174,199.63,3,3.5518,36
1781649175,199.64,4,3.5499,35
1781649176,199.68,8,3.5505,36
1781649177,199.72,2,3.5517,36
1781649178,199.74,4,3.5519,36
1781649179,199.67,7,3.5538,36
1781649180,199.69,9,3.5538,36
1781649181,199.71,1,3.5528,36
1781649182,199.69,9,3.5524,36
1781649183,199.73,3,3.5534,36
1781649184,199.78,8,3.5553,36
1781649185,199.76,6,3.5549,36
1781649186,199.78,8,3.5545,36
1781649187,199.82,2,3.5558,36
1781649188,199.77,7,3.5549,36
1781649189,199.77,7,3.5542,36
1781649190,199.72,2,3.5549,36
1781649191,199.75,5,3.5556,36
1781649192,199.77,7,3.5546,36
1781649193,199.77,7,3.5543,36
1781649194,199.79,9,3.5545,36
1781649195,199.81,1,3.5545,36
1781649196,199.83,3,3.5548,36
1781649197,199.8,0,3.5554,36
1781649198,199.75,5,3.5561,36
1781649199,199.76,6,3.5549,36
1781649200,199.67,7,3.5600,36
1781649201,199.68,8,3.5601,36
1781649202,199.64,4,3.5594,36
1781649203,199.72,2,3.5616,36
1781649204,199.73,3,3.5610,36
1781649205,199.77,7,3.5621,36
1781649206,199.77,7,3.5618,36
1781649207,199.79,9,3.5620,36
1781649208,199.78,8,3.5583,36
1781649209,199.78,8,3.5563,36
1781649210,199.73,3,3.5582,36
1781649211,199.79,9,3.5610,36
1781649212,199.76,6,3.5578,36
1781649213,199.78,8,3.5581,36
1781649214,199.68,8,3.5631,36
1781649215,199.76,6,3.5673,36
1781649216,199.75,5,3.5671,36
1781649217,199.76,6,3.5671,36
1781649218,199.84,4,3.5643,36
1781649219,199.97,7,3.5747,36
1781649220,199.9,0,3.5735,36
1781649221,199.85,5,3.5747,36
1781649222,199.86,6,3.5654,36
1781649223,199.85,5,3.5635,36
1781649224,199.89,9,3.5620,36
1781649225,199.88,8,3.5620,36
1781649226,199.86,6,3.5617,36
1781649227,199.83,3,3.5617,36
1781649228,199.83,3,3.5616,36
1781649229,199.83,3,3.5609,36
1781649230,199.85,5,3.5611,36
1781649231,199.87,7,3.5586,36
1781649232,199.86,6,3.5580,36
1781649233,199.84,4,3.5555,36
1781649234,199.87,7,3.5499,35
1781649235,199.78,8,3.5542,36
1781649236,199.72,2,3.5558,36
1781649237,199.7,0,3.5558,36
1781649238,199.73,3,3.5537,36
1781649239,199.72,2,3.5535,36
1781649240,199.65,5,3.5566,36
1781649241,199.62,2,3.5560,36
1781649242,199.62,2,3.5560,36
1781649243,199.66,6,3.5566,36
1781649244,199.65,5,3.5560,36
1781649245,199.65,5,3.5556,36
1781649246,199.57,7,3.5594,36
1781649247,199.53,3,3.5594,36
1781649248,199.51,1,3.5594,36
1781649249,199.42,2,3.5657,36
1781649250,199.39,9,3.5645,36
1781649251,199.37,7,3.5628,36
1781649252,199.37,7,3.5625,36
1781649253,199.33,3,3.5631,36
1781649254,199.3,0,3.5637,36
1781649255,199.26,6,3.5649,36
1781649256,199.27,7,3.5649,36
1781649257,199.28,8,3.5638,36
1781649258,199.24,4,3.5638,36
1781649259,199.23,3,3.5631,36
1781649260,199.27,7,3.5637,36
1781649261,199.23,3,3.5642,36
1781649262,199.2,0,3.5621,36
1781649263,199.22,2,3.5617,36
1781649264,199.23,3,3.5611,36
1781649265,199.27,7,3.5585,36
1781649266,199.27,7,3.5578,36
1781649267,199.3,0,3.5566,36
1781649268,199.31,1,3.5560,36
1781649269,199.3,0,3.5560,36
1781649270,199.37,7,3.5578,36
1781649271,199.38,8,3.5567,36
1781649272,199.35,5,3.5573,36
1781649273,199.29,9,3.5600,36
1781649274,199.32,2,3.5606,36
1781649275,199.27,7,3.5626,36
1781649276,199.28,8,3.5627,36
1781649277,199.28,8,3.5624,36
1781649278,199.31,1,3.5602,36
1781649279,199.36,6,3.5621,36
1781649280,199.31,1,3.5641,36
1781649281,199.34,4,3.5641,36
1781649282,199.37,7,3.5610,36
1781649283,199.36,6,3.5607,36
1781649284,199.39,9,3.5613,36
1781649285,199.42,2,3.5613,36
1781649286,199.45,5,3.5613,36
1781649287,199.48,8,3.5601,36
1781649288,199.49,9,3.5599,36
1781649289,199.51,1,3.5589,36
1781649290,199.53,3,3.5585,36
1781649291,199.52,2,3.5579,36
1781649292,199.53,3,3.5579,36
1781649293,199.53,3,3.5576,36
1781649294,199.47,7,3.5601,36
1781649295,199.47,7,3.5601,36
1781649296,199.45,5,3.5592,36
1781649297,199.46,6,3.5592,36
1781649298,199.5,0,3.5604,36
1781649299,199.58,8,3.5642,36
1781649300,199.56,6,3.5638,36
1781649301,199.58,8,3.5628,36
1781649302,199.55,5,3.5632,36
1781649303,199.6,0,3.5632,36
1781649304,199.64,4,3.5632,36
1781649305,199.62,2,3.5635,36
1781649306,199.66,6,3.5641,36
1781649307,199.67,7,3.5641,36
1781649308,199.68,8,3.5641,36
1781649309,199.67,7,3.5634,36
1781649310,199.64,4,3.5634,36
1781649311,199.69,9,3.5654,36
1781649312,199.71,1,3.5629,36
1781649313,199.71,1,3.5629,36
1781649314,199.72,2,3.5627,36
1781649315,199.67,7,3.5627,36
1781649316,199.61,1,3.5652,36
1781649317,199.62,2,3.5645,36
1781649318,199.6,0,3.5642,36
1781649319,199.64,4,3.5653,36
1781649320,199.63,3,3.5653,36
1781649321,199.63,3,3.5625,36
1781649322,199.64,4,3.5625,36
1781649323,199.59,9,3.5638,36
1781649324,199.58,8,3.5635,36
1781649325,199.6,0,3.5638,36
1781649326,199.62,2,3.5634,36
1781649327,199.63,3,3.5628,36
1781649328,199.58,8,3.5620,36
1781649329,199.59,9,3.5617,36
1781649330,199.55,5,3.5610,36
1781649331,199.55,5,3.5607,36
1781649332,199.52,2,3.5602,36
1781649333,199.57,7,3.5571,36
1781649334,199.57,7,3.5543,36
1781649335,199.55,5,3.5534,36
1781649336,199.54,4,3.5515,36
1781649337,199.54,4,3.5512,36
1781649338,199.57,7,3.5512,36
1781649339,199.59,9,3.5515,36
1781649340,199.64,4,3.5506,36
1781649341,199.62,2,3.5481,35
1781649342,199.59,9,3.5485,35
1781649343,199.63,3,3.5498,35
1781649344,199.64,4,3.5499,35
1781649345,199.64,4,3.5495,35
1781649346,199.63,3,3.5495,35
1781649347,199.64,4,3.5433,35
1781649348,199.6,0,3.5438,35
1781649349,199.6,0,3.5438,35
1781649350,199.62,2,3.5413,35
1781649351,199.62,2,3.5412,35
1781649352,199.65,5,3.5391,35
1781649353,199.68,8,3.5395,35
1781649354,199.66,6,3.5395,35
1781649355,199.67,7,3.5389,35
1781649356,199.66,6,3.5390,35
1781649357,199.61,1,3.5409,35
1781649358,199.65,5,3.5409,35
1781649359,199.62,2,3.5409,35
1781649360,199.65,5,3.5404,35
1781649361,199.68,8,3.5410,35
1781649362,199.75,5,3.5448,35
1781649363,199.78,8,3.5452,35
1781649364,199.77,7,3.5449,35
1781649365,199.71,1,3.5477,35
1781649366,199.73,3,3.5477,35
1781649367,199.75,5,3.5479,35
1781649368,199.74,4,3.5460,35
1781649369,199.73,3,3.5461,35
1781649370,199.7,0,3.5440,35
1781649371,199.66,6,3.5452,35
1781649372,199.73,3,3.5483,35
