open_time,open,high,low,close,volume,spread,real_volume
2010-09-30 00:00:00,1.363,1.3683,1.3559,1.3633,22522,0,0
2011-07-29 00:00:00,1.43321,1.44116,1.42283,1.43956,105925,0,0
2011-08-01 00:00:00,1.43808,1.44516,1.41837,1.42486,100317,0,0
2011-08-02 00:00:00,1.42483,1.42812,1.41498,1.42015,113061,0,0
2011-08-03 00:00:00,1.42016,1.43427,1.41423,1.43217,118796,0,0
2011-08-04 00:00:00,1.43216,1.43699,1.40847,1.40847,140023,0,0
2011-08-05 00:00:00,1.40846,1.42964,1.40542,1.42796,158302,0,0
2011-08-08 00:00:00,1.44185,1.44291,1.41283,1.41781,161691,0,0
2011-08-09 00:00:00,1.4178,1.43753,1.41515,1.43739,184854,0,0
2011-08-10 00:00:00,1.4374,1.43993,1.41607,1.41762,139260,0,0
2011-08-11 00:00:00,1.41763,1.42926,1.41025,1.4239,151943,0,0
2011-08-12 00:00:00,1.42389,1.42899,1.41485,1.42473,101598,0,0
2011-08-15 00:00:00,1.42669,1.44751,1.42546,1.44429,80561,0,0
2011-08-16 00:00:00,1.44428,1.44704,1.43532,1.44063,93486,0,0
2011-08-17 00:00:00,1.44062,1.45157,1.4324,1.44248,89065,0,0
2011-08-18 00:00:00,1.44246,1.44503,1.427,1.43315,98502,0,0
2011-08-19 00:00:00,1.43313,1.44509,1.4258,1.43954,101945,0,0
2011-08-22 00:00:00,1.4395,1.44326,1.43461,1.43567,70710,0,0
2011-08-23 00:00:00,1.43568,1.44982,1.43524,1.44399,80768,0,0
2011-08-24 00:00:00,1.444,1.44801,1.43789,1.4413,79798,0,0
2011-08-25 00:00:00,1.44129,1.44732,1.43269,1.43773,80066,0,0
2011-08-26 00:00:00,1.43771,1.45001,1.43274,1.44975,89794,0,0
2011-08-29 00:00:00,1.4499,1.45475,1.44651,1.45095,65685,0,0
2011-08-30 00:00:00,1.45094,1.45317,1.43834,1.44401,74375,0,0
2011-08-31 00:00:00,1.44402,1.44673,1.43578,1.43737,65973,0,0
2011-09-01 00:00:00,1.43738,1.43838,1.42255,1.42574,72650,0,0
2011-09-02 00:00:00,1.42575,1.42863,1.4183,1.4204,75673,0,0
2011-09-05 00:00:00,1.4161,1.41721,1.40593,1.40959,61422,0,0
2011-09-06 00:00:00,1.40958,1.42466,1.39714,1.39963,106871,0,0
2011-09-07 00:00:00,1.39962,1.41475,1.39919,1.40968,80833,0,0
2011-09-08 00:00:00,1.40967,1.40978,1.38714,1.38806,82200,0,0
2011-09-09 00:00:00,1.38805,1.39352,1.36259,1.36513,112592,0,0
2011-09-12 00:00:00,1.359,1.36927,1.34951,1.36779,131381,0,0
2011-09-13 00:00:00,1.36784,1.37373,1.35573,1.36767,125064,0,0
2011-09-14 00:00:00,1.36768,1.3782,1.359,1.37528,125391,0,0
2011-09-15 00:00:00,1.37529,1.39354,1.37022,1.38742,108912,0,0
2011-09-16 00:00:00,1.38743,1.38919,1.37525,1.37983,91053,0,0
2011-09-19 00:00:00,1.36921,1.37193,1.35855,1.3685,89693,0,0
2011-09-20 00:00:00,1.36851,1.37432,1.35921,1.36996,110408,0,0
2011-09-21 00:00:00,1.36995,1.37956,1.35617,1.35706,120076,0,0
2011-09-22 00:00:00,1.35707,1.35996,1.33836,1.34609,144435,0,0
2011-09-23 00:00:00,1.34608,1.35655,1.34175,1.34975,136587,0,0
2011-09-26 00:00:00,1.3521,1.35487,1.33613,1.35312,140183,0,0
2011-09-27 00:00:00,1.35311,1.36667,1.34781,1.3584,117228,0,0
2011-09-28 00:00:00,1.35841,1.36885,1.35317,1.35409,104711,0,0
2011-09-29 00:00:00,1.35408,1.36779,1.35186,1.35959,116854,0,0
2011-09-30 00:00:00,1.35958,1.35996,1.33829,1.33851,103762,0,0
2011-10-03 00:00:00,1.33439,1.33799,1.3166,1.31748,116559,0,0
2011-10-04 00:00:00,1.31749,1.33697,1.31486,1.33509,141379,0,0
2011-10-05 00:00:00,1.3351,1.33822,1.32592,1.33466,128398,0,0
2011-10-06 00:00:00,1.33467,1.34492,1.32406,1.34359,129264,0,0
2011-10-07 00:00:00,1.3436,1.35231,1.33598,1.33765,109606,0,0
2011-10-10 00:00:00,1.33884,1.36968,1.33767,1.36407,92196,0,0
2011-10-11 00:00:00,1.36408,1.36822,1.35645,1.36385,102756,0,0
2011-10-12 00:00:00,1.36384,1.38321,1.35816,1.37903,110410,0,0
2011-10-13 00:00:00,1.37902,1.38246,1.3684,1.37754,111812,0,0
2011-10-14 00:00:00,1.37755,1.38926,1.37222,1.38799,100925,0,0
2011-10-17 00:00:00,1.3869,1.39127,1.37244,1.37361,98844,0,0
2011-10-18 00:00:00,1.3736,1.38158,1.36516,1.37508,123544,0,0
2011-10-19 00:00:00,1.37507,1.38676,1.3724,1.37597,116659,0,0
2011-10-20 00:00:00,1.37596,1.38405,1.36552,1.37786,134670,0,0
2011-10-21 00:00:00,1.37787,1.38997,1.37029,1.38943,110565,0,0
2011-10-24 00:00:00,1.38408,1.39551,1.38211,1.39277,109532,0,0
2011-10-25 00:00:00,1.39278,1.39585,1.38482,1.39066,118752,0,0
2011-10-26 00:00:00,1.39069,1.39737,1.37973,1.39052,122919,0,0
2011-10-27 00:00:00,1.3905,1.42454,1.38631,1.41874,130972,0,0
2011-10-28 00:00:00,1.41875,1.41992,1.41326,1.41476,100663,0,0
2011-10-31 00:00:00,1.41415,1.41692,1.38275,1.3857,124105,0,0
2011-11-01 00:00:00,1.38571,1.38697,1.36073,1.37015,152814,0,0
2011-11-02 00:00:00,1.37016,1.38264,1.36354,1.37455,133858,0,0
2011-11-03 00:00:00,1.37456,1.38535,1.36552,1.38202,149251,0,0
2011-11-04 00:00:00,1.38221,1.38671,1.37102,1.37886,120768,0,0
2011-11-07 00:00:00,1.37775,1.38334,1.36804,1.37787,107063,0,0
2011-11-08 00:00:00,1.37786,1.38457,1.37234,1.38357,102931,0,0
2011-11-09 00:00:00,1.38358,1.38573,1.35182,1.35487,132331,0,0
2011-11-10 00:00:00,1.35486,1.36551,1.3483,1.36013,126599,0,0
2011-11-11 00:00:00,1.36014,1.37934,1.35772,1.37531,97875,0,0
2011-11-14 00:00:00,1.38086,1.38091,1.35905,1.36315,100514,0,0
2011-11-15 00:00:00,1.36312,1.36393,1.34951,1.35387,107276,0,0
2011-11-16 00:00:00,1.35386,1.35554,1.34276,1.34626,119768,0,0
2011-11-17 00:00:00,1.34623,1.35384,1.34207,1.34564,133599,0,0
2011-11-18 00:00:00,1.34565,1.36126,1.34459,1.3523,112043,0,0
2011-11-21 00:00:00,1.351,1.3539,1.3429,1.3488,102478,0,0
2011-11-22 00:00:00,1.34879,1.35671,1.3468,1.35037,97771,0,0
2011-11-23 00:00:00,1.35036,1.35298,1.33191,1.33414,104550,0,0
2011-11-24 00:00:00,1.33412,1.34099,1.33152,1.33454,61524,0,0
2011-11-25 00:00:00,1.33453,1.33504,1.32112,1.32333,72994,0,0
2011-11-28 00:00:00,1.33222,1.33971,1.32717,1.33181,85983,0,0
2011-11-29 00:00:00,1.3318,1.34405,1.32847,1.33144,88116,0,0
2011-11-30 00:00:00,1.33145,1.3531,1.32581,1.34449,95020,0,0
2011-12-01 00:00:00,1.34392,1.35195,1.34161,1.346,83158,0,0
2011-12-02 00:00:00,1.34599,1.3547,1.33619,1.33912,73007,0,0
2011-12-05 00:00:00,1.34203,1.34845,1.33739,1.33984,70125,0,0
2011-12-06 00:00:00,1.33985,1.34261,1.33321,1.33955,72180,0,0
2011-12-07 00:00:00,1.33956,1.34516,1.33498,1.34102,69378,0,0
2011-12-08 00:00:00,1.34103,1.34578,1.32878,1.33393,81476,0,0
2011-12-09 00:00:00,1.33394,1.34322,1.32803,1.33851,82729,0,0
2011-12-12 00:00:00,1.33842,1.33846,1.31618,1.31859,71029,0,0
2011-12-13 00:00:00,1.3186,1.32351,1.30079,1.30355,86592,0,0
2011-12-14 00:00:00,1.30356,1.30629,1.29453,1.29813,83583,0,0
2011-12-15 00:00:00,1.29814,1.30485,1.2956,1.30146,74530,0,0
2011-12-16 00:00:00,1.30145,1.30827,1.29941,1.30431,63717,0,0
2011-12-19 00:00:00,1.30415,1.30421,1.29818,1.2997,53946,0,0
2011-12-20 00:00:00,1.29971,1.31302,1.29926,1.30805,48438,0,0
2011-12-21 00:00:00,1.30804,1.31958,1.30239,1.3046,66651,0,0
2011-12-22 00:00:00,1.30462,1.31175,1.30159,1.30488,50940,0,0
2011-12-23 00:00:00,1.30489,1.30941,1.30246,1.30442,39304,0,0
2011-12-26 00:00:00,1.30456,1.30793,1.30361,1.30585,2294,0,0
2011-12-27 00:00:00,1.30584,1.3081,1.30439,1.30699,8592,0,0
2011-12-28 00:00:00,1.30696,1.30782,1.2912,1.29389,10022,0,0
2011-12-29 00:00:00,1.2939,1.29624,1.28575,1.2959,12837,0,0
2011-12-30 00:00:00,1.29595,1.29974,1.29035,1.29595,12227,0,0
2012-01-02 00:00:00,1.2945,1.29673,1.29122,1.29332,4499,0,0
2012-01-03 00:00:00,1.29331,1.30743,1.2932,1.30502,8373,0,0
2012-01-04 00:00:00,1.30503,1.30713,1.28982,1.29443,13310,0,0
2012-01-05 00:00:00,1.29438,1.29444,1.27714,1.27883,15619,0,0
2012-01-06 00:00:00,1.27881,1.28115,1.26973,1.2718,13285,0,0
2012-01-09 00:00:00,1.26936,1.27838,1.26671,1.27637,40294,0,0
2012-01-10 00:00:00,1.27636,1.28166,1.27415,1.27763,59317,0,0
2012-01-11 00:00:00,1.27762,1.27884,1.26607,1.27052,65495,0,0
2012-01-12 00:00:00,1.27053,1.28432,1.26982,1.2813,68401,0,0
2012-01-13 00:00:00,1.28129,1.28769,1.26229,1.26776,83749,0,0
2012-01-16 00:00:00,1.26339,1.26862,1.26247,1.26656,52311,0,0
2012-01-17 00:00:00,1.26655,1.28068,1.2648,1.27349,65246,0,0
2012-01-18 00:00:00,1.2735,1.28665,1.27328,1.28628,73133,0,0
2012-01-19 00:00:00,1.28627,1.29696,1.2838,1.2967,66753,0,0
2012-01-20 00:00:00,1.29669,1.29846,1.28859,1.2931,56001,0,0
2012-01-23 00:00:00,1.28783,1.30511,1.28728,1.30137,59235,0,0
2012-01-24 00:00:00,1.30138,1.30607,1.29524,1.30349,61387,0,0
2012-01-25 00:00:00,1.30348,1.3119,1.29298,1.31043,58533,0,0
2012-01-26 00:00:00,1.31044,1.31822,1.30892,1.31074,45324,0,0
2012-01-27 00:00:00,1.31073,1.32321,1.30766,1.32186,50911,0,0
2012-01-30 00:00:00,1.32264,1.32264,1.30759,1.31418,43300,0,0
2012-01-31 00:00:00,1.31419,1.32116,1.3041,1.30824,49196,0,0
2012-02-01 00:00:00,1.30832,1.32162,1.30248,1.31591,53672,0,0
2012-02-02 00:00:00,1.3159,1.3195,1.30848,1.31423,49504,0,0
2012-02-03 00:00:00,1.31424,1.32003,1.30652,1.31577,48887,0,0
2012-02-06 00:00:00,1.3116,1.31399,1.3027,1.31287,46798,0,0
2012-02-07 00:00:00,1.31288,1.32682,1.30883,1.3259,52308,0,0
2012-02-08 00:00:00,1.32591,1.32869,1.32203,1.32594,48299,0,0
2012-02-09 00:00:00,1.32593,1.33222,1.32145,1.32843,56092,0,0
2012-02-10 00:00:00,1.32842,1.32891,1.31545,1.31972,44425,0,0
2012-02-13 00:00:00,1.3209,1.32821,1.31852,1.31852,41793,0,0
2012-02-14 00:00:00,1.31851,1.32143,1.30793,1.31323,50283,0,0
2012-02-15 00:00:00,1.31324,1.31892,1.30433,1.30646,54658,0,0
2012-02-16 00:00:00,1.30645,1.31562,1.29739,1.31303,56026,0,0
2012-02-17 00:00:00,1.31302,1.31957,1.3114,1.31396,42301,0,0
2012-02-20 00:00:00,1.31805,1.32751,1.31728,1.32415,32966,0,0
2012-02-21 00:00:00,1.32418,1.32914,1.31859,1.3233,54096,0,0
2012-02-22 00:00:00,1.32326,1.32647,1.32105,1.32482,46508,0,0
2012-02-23 00:00:00,1.32481,1.33768,1.32303,1.33707,43165,0,0
2012-02-24 00:00:00,1.33708,1.34844,1.33562,1.34484,41489,0,0
2012-02-27 00:00:00,1.34628,1.34778,1.33653,1.33958,46607,0,0
2012-02-28 00:00:00,1.33957,1.34697,1.33884,1.34568,47388,0,0
2012-02-29 00:00:00,1.34567,1.34842,1.3314,1.33225,53826,0,0
2012-03-01 00:00:00,1.33226,1.33547,1.32819,1.33098,46754,0,0
2012-03-02 00:00:00,1.33097,1.33311,1.31859,1.31991,40824,0,0
2012-03-05 00:00:00,1.31909,1.32389,1.31592,1.32153,41046,0,0
2012-03-06 00:00:00,1.32154,1.32245,1.31004,1.31079,44489,0,0
2012-03-07 00:00:00,1.31077,1.31625,1.30927,1.31481,39406,0,0
2012-03-08 00:00:00,1.3148,1.32893,1.31344,1.32734,43939,0,0
2012-03-09 00:00:00,1.32733,1.32762,1.30956,1.31214,44412,0,0
2012-03-12 00:00:00,1.3113,1.3157,1.30779,1.31546,35645,0,0
2012-03-13 00:00:00,1.31544,1.31898,1.30509,1.30818,42919,0,0
2012-03-14 00:00:00,1.30819,1.30908,1.30098,1.30312,40596,0,0
2012-03-15 00:00:00,1.30311,1.31176,1.3003,1.30785,41156,0,0
2012-03-16 00:00:00,1.30786,1.31853,1.3048,1.31732,36408,0,0
2012-03-19 00:00:00,1.31811,1.32634,1.31407,1.32373,30048,0,0
2012-03-20 00:00:00,1.32372,1.32505,1.31714,1.32234,34217,0,0
2012-03-21 00:00:00,1.32235,1.32831,1.31776,1.32145,37499,0,0
2012-03-22 00:00:00,1.32144,1.3253,1.31337,1.3199,43471,0,0
2012-03-23 00:00:00,1.31988,1.32908,1.319,1.32681,41961,0,0
2012-03-26 00:00:00,1.327,1.3366,1.31909,1.33574,40188,0,0
