epoch,price,last_digit
1780811642,4878.353,3
1780811644,4878.460,0
1780811646,4878.400,0
1780811648,4878.471,1
1780811650,4878.477,7
1780811652,4878.398,8
1780811654,4878.458,8
1780811656,4878.438,8
1780811658,4878.336,6
1780811660,4878.234,4
1780811662,4878.149,9
1780811664,4878.158,8
1780811666,4878.060,0
1780811668,4878.167,7
1780811670,4877.982,2
1780811672,4877.695,5
1780811674,4877.553,3
1780811676,4877.555,5
1780811678,4877.564,4
1780811680,4877.630,0
1780811682,4877.706,6
1780811684,4877.626,6
1780811686,4877.664,4
1780811688,4877.658,8
1780811690,4877.650,0
1780811692,4877.681,1
1780811694,4877.471,1
1780811696,4877.223,3
1780811698,4877.221,1
1780811700,4877.058,8
1780811702,4876.930,0
1780811704,4876.884,4
1780811706,4876.695,5
1780811708,4876.897,7
1780811710,4876.779,9
1780811712,4876.893,3
1780811714,4876.946,6
1780811716,4876.826,6
1780811718,4876.787,7
1780811720,4876.893,3
1780811722,4877.128,8
1780811724,4877.088,8
1780811726,4877.070,0
1780811728,4877.179,9
1780811730,4877.164,4
1780811732,4877.212,2
1780811734,4877.284,4
1780811736,4877.291,1
1780811738,4877.350,0
1780811740,4877.276,6
1780811742,4877.148,8
1780811744,4877.161,1
1780811746,4877.294,4
1780811748,4877.446,6
1780811750,4877.417,7
1780811752,4877.342,2
1780811754,4877.452,2
1780811756,4877.397,7
1780811758,4877.447,7
1780811760,4877.462,2
1780811762,4877.371,1
1780811764,4877.390,0
1780811766,4877.474,4
1780811768,4877.483,3
1780811770,4877.442,2
1780811772,4877.419,9
1780811774,4877.386,6
1780811776,4877.596,6
1780811778,4877.619,9
1780811780,4877.719,9
1780811782,4877.652,2
1780811784,4877.646,6
1780811786,4877.369,9
1780811788,4877.625,5
1780811790,4877.773,3
1780811792,4877.887,7
1780811794,4877.890,0
1780811796,4877.860,0
1780811798,4877.892,2
1780811800,4878.038,8
1780811802,4878.241,1
1780811804,4878.147,7
1780811806,4878.141,1
1780811808,4878.098,8
1780811810,4878.130,0
1780811812,4878.026,6
1780811814,4878.228,8
1780811816,4878.305,5
1780811818,4878.455,5
1780811820,4878.454,4
1780811822,4878.511,1
1780811824,4878.589,9
1780811826,4878.659,9
1780811828,4878.648,8
1780811830,4878.691,1
1780811832,4878.624,4
1780811834,4878.720,0
1780811836,4878.621,1
1780811838,4878.716,6
1780811840,4878.711,1
1780811842,4878.829,9
1780811844,4878.880,0
1780811846,4878.877,7
1780811848,4878.604,4
1780811850,4878.641,1
1780811852,4878.726,6
1780811854,4878.743,3
1780811856,4878.849,9
1780811858,4879.082,2
1780811860,4878.947,7
1780811862,4878.847,7
1780811864,4878.685,5
1780811866,4878.766,6
1780811868,4878.593,3
1780811870,4878.628,8
1780811872,4878.670,0
1780811874,4878.682,2
1780811876,4878.530,0
1780811878,4878.557,7
1780811880,4878.764,4
1780811882,4878.734,4
1780811884,4878.728,8
1780811886,4878.924,4
1780811888,4878.863,3
1780811890,4879.083,3
1780811892,4879.139,9
1780811894,4879.177,7
1780811896,4879.177,7
1780811898,4878.839,9
1780811900,4878.760,0
1780811902,4878.769,9
1780811904,4879.011,1
1780811906,4878.834,4
1780811908,4878.970,0
1780811910,4879.082,2
1780811912,4879.315,5
1780811914,4879.413,3
1780811916,4879.326,6
1780811918,4879.267,7
1780811920,4879.223,3
1780811922,4879.258,8
1780811924,4879.239,9
1780811926,4879.266,6
1780811928,4879.347,7
1780811930,4879.244,4
1780811932,4879.335,5
1780811934,4879.315,5
1780811936,4879.331,1
1780811938,4879.143,3
1780811940,4879.088,8
1780811942,4879.063,3
1780811944,4879.028,8
1780811946,4878.799,9
1780811948,4878.770,0
1780811950,4878.814,4
1780811952,4878.875,5
1780811954,4878.782,2
1780811956,4878.909,9
1780811958,4878.812,2
1780811960,4878.737,7
1780811962,4878.468,8
1780811964,4878.647,7
1780811966,4878.730,0
1780811968,4878.674,4
1780811970,4878.727,7
1780811972,4878.625,5
1780811974,4878.609,9
1780811976,4878.551,1
1780811978,4878.463,3
1780811980,4878.653,3
1780811982,4878.699,9
1780811984,4878.677,7
1780811986,4878.440,0
1780811988,4878.524,4
1780811990,4878.782,2
1780811992,4878.851,1
1780811994,4878.845,5
1780811996,4878.685,5
1780811998,4878.738,8
1780812000,4878.613,3
1780812002,4878.716,6
1780812004,4878.564,4
1780812006,4878.890,0
1780812008,4879.017,7
1780812010,4878.942,2
1780812012,4879.041,1
1780812014,4879.084,4
1780812016,4879.270,0
1780812018,4879.346,6
1780812020,4879.481,1
1780812022,4879.421,1
1780812024,4879.579,9
1780812026,4879.453,3
1780812028,4879.329,9
1780812030,4879.385,5
1780812032,4879.471,1
1780812034,4879.187,7
1780812036,4879.276,6
1780812038,4879.331,1
1780812040,4879.418,8
1780812042,4879.141,1
1780812044,4879.307,7
1780812046,4879.217,7
1780812048,4879.064,4
1780812050,4879.162,2
1780812052,4879.109,9
1780812054,4879.329,9
1780812056,4879.311,1
1780812058,4879.255,5
1780812060,4879.210,0
1780812062,4879.080,0
1780812064,4879.076,6
1780812066,4879.178,8
1780812068,4879.204,4
1780812070,4879.119,9
1780812072,4879.139,9
1780812074,4878.993,3
1780812076,4878.831,1
1780812078,4878.814,4
1780812080,4878.865,5
1780812082,4878.980,0
1780812084,4878.959,9
1780812086,4878.981,1
1780812088,4878.849,9
1780812090,4878.905,5
1780812092,4878.773,3
1780812094,4878.840,0
1780812096,4878.979,9
1780812098,4878.974,4
1780812100,4879.059,9
1780812102,4878.958,8
1780812104,4878.860,0
1780812106,4878.674,4
1780812108,4878.810,0
1780812110,4878.520,0
1780812112,4878.430,0
1780812114,4878.356,6
1780812116,4878.301,1
1780812118,4878.379,9
1780812120,4878.474,4
1780812122,4878.179,9
1780812124,4878.139,9
1780812126,4878.202,2
1780812128,4878.278,8
1780812130,4878.200,0
1780812132,4878.101,1
1780812134,4878.030,0
1780812136,4878.098,8
1780812138,4878.160,0
1780812140,4878.055,5
1780812142,4878.083,3
1780812144,4877.949,9
1780812146,4877.780,0
1780812148,4877.968,8
1780812150,4877.684,4
1780812152,4877.582,2
1780812154,4877.667,7
1780812156,4877.737,7
1780812158,4877.712,2
1780812160,4878.018,8
1780812162,4878.130,0
1780812164,4878.041,1
1780812166,4878.147,7
1780812168,4878.201,1
1780812170,4878.357,7
1780812172,4878.701,1
1780812174,4878.636,6
1780812176,4878.586,6
1780812178,4878.631,1
1780812180,4878.597,7
1780812182,4878.714,4
1780812184,4878.680,0
1780812186,4878.586,6
1780812188,4878.452,2
1780812190,4878.551,1
1780812192,4878.597,7
1780812194,4878.618,8
1780812196,4878.512,2
1780812198,4878.282,2
1780812200,4878.196,6
1780812202,4878.210,0
1780812204,4878.159,9
1780812206,4878.145,5
1780812208,4878.098,8
1780812210,4878.160,0
1780812212,4878.205,5
1780812214,4878.066,6
1780812216,4877.863,3
1780812218,4877.601,1
1780812220,4877.509,9
1780812222,4877.322,2
1780812224,4877.338,8
1780812226,4877.231,1
1780812228,4877.269,9
1780812230,4877.511,1
1780812232,4877.530,0
1780812234,4877.708,8
1780812236,4877.794,4
1780812238,4877.939,9
1780812240,4878.075,5
1780812242,4877.974,4
1780812244,4877.912,2
1780812246,4878.118,8
1780812248,4878.186,6
1780812250,4878.216,6
1780812252,4878.160,0
1780812254,4878.089,9
1780812256,4877.913,3
1780812258,4877.763,3
1780812260,4877.534,4
1780812262,4877.536,6
1780812264,4877.624,4
1780812266,4877.602,2
1780812268,4877.552,2
1780812270,4877.645,5
1780812272,4877.546,6
1780812274,4877.430,0
1780812276,4877.448,8
1780812278,4877.371,1
1780812280,4877.375,5
1780812282,4877.269,9
1780812284,4877.381,1
1780812286,4877.489,9
1780812288,4877.411,1
1780812290,4877.627,7
1780812292,4877.603,3
1780812294,4877.555,5
1780812296,4877.630,0
1780812298,4877.604,4
1780812300,4877.672,2
1780812302,4877.685,5
1780812304,4877.511,1
1780812306,4877.460,0
1780812308,4877.461,1
1780812310,4877.646,6
1780812312,4877.431,1
1780812314,4877.626,6
1780812316,4877.563,3
1780812318,4877.754,4
1780812320,4877.716,6
1780812322,4877.736,6
1780812324,4877.903,3
1780812326,4877.881,1
1780812328,4877.865,5
1780812330,4878.016,6
1780812332,4877.827,7
1780812334,4877.947,7
1780812336,4877.856,6
1780812338,4877.774,4
1780812340,4877.820,0
1780812342,4877.629,9
1780812344,4877.553,3
1780812346,4877.551,1
1780812348,4877.591,1
1780812350,4877.619,9
1780812352,4877.624,4
1780812354,4877.652,2
1780812356,4877.810,0
1780812358,4877.790,0
1780812360,4877.980,0
1780812362,4877.800,0
1780812364,4878.106,6
1780812366,4877.997,7
1780812368,4878.159,9
1780812370,4878.057,7
1780812372,4877.955,5
1780812374,4877.892,2
1780812376,4877.826,6
1780812378,4877.945,5
1780812380,4877.840,0
1780812382,4877.893,3
1780812384,4878.006,6
1780812386,4878.093,3
1780812388,4878.097,7
1780812390,4878.104,4
1780812392,4878.098,8
1780812394,4878.159,9
1780812396,4878.282,2
1780812398,4878.253,3
1780812400,4878.000,0
1780812402,4877.985,5
1780812404,4877.786,6
1780812406,4877.792,2
1780812408,4877.770,0
1780812410,4877.693,3
1780812412,4877.481,1
1780812414,4877.480,0
1780812416,4877.636,6
1780812418,4877.692,2
1780812420,4877.669,9
1780812422,4877.807,7
1780812424,4877.697,7
1780812426,4877.596,6
1780812428,4877.571,1
1780812430,4877.639,9
1780812432,4877.761,1
1780812434,4877.527,7
1780812436,4877.352,2
1780812438,4877.654,4
1780812440,4877.760,0
1780812442,4877.810,0
1780812444,4877.866,6
1780812446,4877.900,0
1780812448,4877.991,1
1780812450,4878.009,9
1780812452,4877.997,7
1780812454,4877.956,6
1780812456,4877.927,7
1780812458,4877.890,0
1780812460,4878.067,7
1780812462,4878.346,6
1780812464,4878.450,0
1780812466,4878.333,3
1780812468,4878.408,8
1780812470,4878.331,1
1780812472,4878.226,6
1780812474,4878.238,8
1780812476,4878.252,2
1780812478,4878.324,4
1780812480,4878.293,3
1780812482,4878.470,0
1780812484,4878.583,3
1780812486,4878.681,1
1780812488,4878.503,3
1780812490,4878.353,3
1780812492,4878.353,3
1780812494,4878.481,1
1780812496,4878.313,3
1780812498,4878.358,8
1780812500,4878.626,6
1780812502,4878.693,3
1780812504,4878.609,9
1780812506,4878.483,3
1780812508,4878.414,4
1780812510,4878.420,0
1780812512,4878.424,4
1780812514,4878.621,1
1780812516,4878.343,3
1780812518,4878.442,2
1780812520,4878.452,2
1780812522,4878.401,1
1780812524,4878.374,4
1780812526,4878.288,8
1780812528,4878.157,7
1780812530,4878.256,6
1780812532,4878.247,7
1780812534,4878.322,2
1780812536,4878.500,0
1780812538,4878.459,9
1780812540,4878.590,0
1780812542,4878.703,3
1780812544,4878.684,4
1780812546,4878.680,0
1780812548,4878.829,9
1780812550,4879.030,0
1780812552,4878.929,9
1780812554,4878.914,4
1780812556,4878.935,5
1780812558,4878.940,0
1780812560,4878.929,9
1780812562,4879.009,9
1780812564,4879.052,2
1780812566,4878.838,8
1780812568,4878.723,3
1780812570,4878.771,1
1780812572,4878.704,4
1780812574,4878.899,9
1780812576,4878.794,4
1780812578,4878.833,3
1780812580,4878.910,0
1780812582,4878.738,8
1780812584,4878.702,2
1780812586,4878.603,3
1780812588,4878.668,8
1780812590,4878.851,1
1780812592,4878.694,4
1780812594,4878.710,0
1780812596,4878.615,5
1780812598,4878.732,2
1780812600,4878.678,8
1780812602,4878.550,0
1780812604,4878.685,5
1780812606,4878.532,2
1780812608,4878.628,8
1780812610,4878.647,7
1780812612,4878.423,3
1780812614,4878.292,2
1780812616,4878.089,9
1780812618,4878.098,8
1780812620,4878.284,4
1780812622,4878.160,0
1780812624,4878.065,5
1780812626,4878.126,6
1780812628,4878.023,3
1780812630,4878.160,0
1780812632,4878.246,6
1780812634,4878.257,7
1780812636,4878.306,6
1780812638,4878.590,0
1780812640,4878.610,0
1780812642,4878.869,9
1780812644,4878.810,0
1780812646,4878.752,2
1780812648,4878.913,3
1780812650,4878.875,5
1780812652,4878.954,4
1780812654,4879.042,2
1780812656,4878.937,7
1780812658,4878.728,8
1780812660,4878.647,7
1780812662,4878.700,0
1780812664,4878.733,3
1780812666,4878.548,8
1780812668,4878.528,8
1780812670,4878.684,4
1780812672,4878.642,2
1780812674,4878.543,3
1780812676,4878.463,3
1780812678,4878.401,1
1780812680,4878.267,7
1780812682,4878.380,0
1780812684,4878.404,4
1780812686,4878.446,6
1780812688,4878.560,0
1780812690,4878.486,6
1780812692,4878.605,5
1780812694,4878.865,5
1780812696,4879.005,5
1780812698,4878.871,1
1780812700,4878.806,6
1780812702,4878.834,4
1780812704,4878.752,2
1780812706,4878.625,5
1780812708,4878.590,0
1780812710,4878.557,7
1780812712,4878.421,1
1780812714,4878.209,9
1780812716,4878.328,8
1780812718,4878.348,8
1780812720,4878.314,4
1780812722,4878.489,9
1780812724,4878.489,9
1780812726,4878.448,8
1780812728,4878.309,9
1780812730,4878.364,4
1780812732,4878.390,0
1780812734,4878.586,6
1780812736,4878.664,4
1780812738,4878.962,2
1780812740,4878.930,0
1780812742,4878.789,9
1780812744,4878.825,5
1780812746,4878.950,0
1780812748,4878.892,2
1780812750,4878.858,8
1780812752,4878.919,9
1780812754,4878.786,6
1780812756,4878.788,8
1780812758,4878.582,2
1780812760,4878.509,9
1780812762,4878.514,4
1780812764,4878.587,7
1780812766,4878.602,2
1780812768,4878.722,2
1780812770,4878.425,5
1780812772,4878.477,7
1780812774,4878.388,8
1780812776,4878.326,6
1780812778,4878.429,9
1780812780,4878.562,2
1780812782,4878.618,8
1780812784,4878.418,8
1780812786,4878.536,6
1780812788,4878.572,2
1780812790,4878.519,9
1780812792,4878.595,5
1780812794,4878.641,1
1780812796,4878.503,3
1780812798,4878.443,3
1780812800,4878.351,1
1780812802,4878.375,5
1780812804,4878.374,4
1780812806,4878.264,4
1780812808,4878.274,4
1780812810,4878.199,9
1780812812,4878.236,6
1780812814,4878.185,5
1780812816,4878.055,5
1780812818,4878.107,7
1780812820,4878.045,5
1780812822,4878.195,5
1780812824,4878.106,6
1780812826,4877.857,7
1780812828,4878.045,5
1780812830,4878.103,3
1780812832,4878.049,9
1780812834,4878.227,7
1780812836,4878.147,7
1780812838,4878.266,6
1780812840,4878.193,3
1780812842,4878.135,5
1780812844,4878.131,1
1780812846,4878.253,3
1780812848,4878.109,9
1780812850,4878.041,1
1780812852,4877.897,7
1780812854,4877.950,0
1780812856,4877.897,7
1780812858,4877.861,1
1780812860,4877.792,2
1780812862,4877.805,5
1780812864,4877.861,1
1780812866,4878.093,3
1780812868,4877.966,6
1780812870,4877.951,1
1780812872,4877.904,4
1780812874,4878.033,3
1780812876,4878.014,4
1780812878,4878.050,0
1780812880,4878.134,4
1780812882,4878.027,7
1780812884,4878.331,1
1780812886,4878.675,5
1780812888,4878.596,6
1780812890,4878.551,1
1780812892,4878.343,3
1780812894,4878.391,1
1780812896,4878.309,9
1780812898,4878.545,5
1780812900,4878.459,9
1780812902,4878.646,6
1780812904,4878.706,6
1780812906,4878.592,2
1780812908,4878.552,2
1780812910,4878.710,0
1780812912,4878.480,0
1780812914,4878.301,1
1780812916,4878.193,3
1780812918,4878.147,7
1780812920,4878.215,5
1780812922,4878.001,1
1780812924,4878.008,8
1780812926,4878.035,5
1780812928,4877.875,5
1780812930,4877.753,3
1780812932,4877.831,1
1780812934,4877.787,7
1780812936,4877.815,5
1780812938,4878.026,6
1780812940,4878.162,2
1780812942,4877.977,7
1780812944,4877.992,2
1780812946,4877.843,3
1780812948,4878.168,8
1780812950,4877.918,8
1780812952,4877.970,0
1780812954,4878.032,2
1780812956,4877.920,0
1780812958,4878.099,9
1780812960,4878.000,0
1780812962,4878.154,4
1780812964,4878.092,2
1780812966,4878.298,8
1780812968,4878.188,8
1780812970,4878.162,2
1780812972,4878.037,7
1780812974,4878.125,5
1780812976,4878.145,5
1780812978,4878.202,2
1780812980,4878.121,1
1780812982,4878.058,8
1780812984,4878.013,3
1780812986,4877.823,3
1780812988,4877.879,9
1780812990,4877.835,5
1780812992,4877.908,8
1780812994,4877.786,6
1780812996,4877.964,4
1780812998,4878.124,4
1780813000,4878.203,3
1780813002,4878.124,4
1780813004,4878.249,9
1780813006,4878.114,4
1780813008,4878.014,4
1780813010,4878.194,4
1780813012,4878.092,2
1780813014,4877.956,6
1780813016,4878.260,0
1780813018,4878.475,5
1780813020,4878.122,2
1780813022,4878.238,8
1780813024,4878.485,5
1780813026,4878.466,6
1780813028,4878.419,9
1780813030,4878.435,5
1780813032,4878.470,0
1780813034,4878.462,2
1780813036,4878.235,5
1780813038,4878.370,0
1780813040,4878.701,1
1780813042,4878.696,6
1780813044,4878.457,7
1780813046,4878.517,7
1780813048,4878.675,5
1780813050,4878.759,9
1780813052,4878.757,7
1780813054,4878.646,6
1780813056,4878.526,6
1780813058,4878.711,1
1780813060,4878.747,7
1780813062,4878.869,9
1780813064,4879.006,6
1780813066,4878.919,9
1780813068,4878.899,9
1780813070,4878.742,2
1780813072,4878.769,9
1780813074,4878.741,1
1780813076,4878.952,2
1780813078,4879.167,7
1780813080,4879.020,0
1780813082,4879.008,8
1780813084,4878.970,0
1780813086,4878.871,1
1780813088,4878.791,1
1780813090,4878.926,6
1780813092,4878.825,5
1780813094,4878.662,2
1780813096,4878.521,1
1780813098,4878.725,5
1780813100,4878.559,9
1780813102,4878.672,2
1780813104,4878.726,6
1780813106,4878.546,6
1780813108,4878.696,6
1780813110,4878.685,5
1780813112,4878.644,4
1780813114,4878.661,1
1780813116,4878.652,2
1780813118,4878.663,3
1780813120,4878.781,1
1780813122,4878.789,9
1780813124,4878.872,2
1780813126,4879.001,1
1780813128,4878.984,4
1780813130,4879.064,4
1780813132,4879.143,3
1780813134,4879.241,1
1780813136,4879.392,2
1780813138,4879.490,0
1780813140,4879.329,9
1780813142,4879.298,8
1780813144,4879.334,4
1780813146,4879.529,9
1780813148,4879.713,3
1780813150,4879.748,8
1780813152,4879.702,2
1780813154,4879.776,6
1780813156,4879.764,4
1780813158,4879.920,0
1780813160,4879.861,1
1780813162,4879.766,6
1780813164,4879.639,9
1780813166,4879.438,8
1780813168,4879.434,4
1780813170,4879.584,4
1780813172,4879.547,7
1780813174,4879.523,3
1780813176,4879.496,6
1780813178,4879.395,5
1780813180,4879.550,0
1780813182,4879.909,9
1780813184,4880.058,8
1780813186,4879.882,2
1780813188,4879.815,5
1780813190,4879.731,1
1780813192,4879.948,8
1780813194,4879.912,2
1780813196,4879.829,9
1780813198,4879.771,1
1780813200,4879.781,1
1780813202,4879.800,0
1780813204,4879.744,4
1780813206,4879.876,6
1780813208,4879.788,8
1780813210,4879.726,6
1780813212,4879.738,8
1780813214,4879.496,6
1780813216,4879.331,1
1780813218,4879.236,6
1780813220,4879.131,1
1780813222,4879.226,6
1780813224,4879.370,0
1780813226,4879.209,9
1780813228,4879.243,3
1780813230,4879.003,3
1780813232,4879.022,2
1780813234,4879.336,6
1780813236,4879.484,4
1780813238,4879.351,1
1780813240,4879.303,3
1780813242,4879.211,1
1780813244,4879.022,2
1780813246,4879.060,0
1780813248,4879.059,9
1780813250,4879.171,1
1780813252,4879.012,2
1780813254,4879.043,3
1780813256,4879.025,5
1780813258,4878.886,6
1780813260,4878.745,5
