epoch,price,last_digit
1780810934,2803.891,1
1780810936,2804.123,3
1780810938,2804.218,8
1780810940,2804.345,5
1780810942,2804.547,7
1780810944,2804.330,0
1780810946,2804.340,0
1780810948,2804.449,9
1780810950,2804.552,2
1780810952,2804.522,2
1780810954,2804.659,9
1780810956,2804.423,3
1780810958,2804.241,1
1780810960,2804.219,9
1780810962,2804.316,6
1780810964,2804.385,5
1780810966,2804.325,5
1780810968,2804.229,9
1780810970,2804.537,7
1780810972,2804.681,1
1780810974,2804.723,3
1780810976,2804.613,3
1780810978,2804.737,7
1780810980,2805.002,2
1780810982,2805.083,3
1780810984,2804.956,6
1780810986,2804.885,5
1780810988,2804.822,2
1780810990,2804.703,3
1780810992,2804.440,0
1780810994,2804.372,2
1780810996,2804.081,1
1780810998,2803.858,8
1780811000,2803.602,2
1780811002,2803.783,3
1780811004,2804.124,4
1780811006,2803.844,4
1780811008,2804.003,3
1780811010,2804.099,9
1780811012,2804.054,4
1780811014,2804.028,8
1780811016,2803.905,5
1780811018,2803.708,8
1780811020,2803.854,4
1780811022,2804.211,1
1780811024,2804.445,5
1780811026,2804.348,8
1780811028,2804.328,8
1780811030,2804.524,4
1780811032,2804.454,4
1780811034,2804.458,8
1780811036,2804.386,6
1780811038,2804.611,1
1780811040,2804.494,4
1780811042,2804.642,2
1780811044,2804.718,8
1780811046,2804.619,9
1780811048,2804.594,4
1780811050,2804.431,1
1780811052,2804.457,7
1780811054,2804.297,7
1780811056,2804.453,3
1780811058,2804.604,4
1780811060,2804.716,6
1780811062,2805.005,5
1780811064,2804.949,9
1780811066,2805.268,8
1780811068,2805.267,7
1780811070,2805.127,7
1780811072,2805.228,8
1780811074,2805.260,0
1780811076,2805.238,8
1780811078,2805.448,8
1780811080,2805.202,2
1780811082,2804.910,0
1780811084,2804.978,8
1780811086,2804.963,3
1780811088,2804.956,6
1780811090,2804.942,2
1780811092,2804.951,1
1780811094,2805.194,4
1780811096,2805.088,8
1780811098,2805.077,7
1780811100,2804.959,9
1780811102,2804.886,6
1780811104,2805.052,2
1780811106,2804.951,1
1780811108,2805.312,2
1780811110,2805.311,1
1780811112,2805.321,1
1780811114,2805.188,8
1780811116,2804.848,8
1780811118,2804.980,0
1780811120,2805.062,2
1780811122,2805.145,5
1780811124,2804.945,5
1780811126,2804.624,4
1780811128,2804.920,0
1780811130,2804.887,7
1780811132,2804.773,3
1780811134,2804.526,6
1780811136,2804.498,8
1780811138,2804.284,4
1780811140,2804.347,7
1780811142,2804.512,2
1780811144,2804.733,3
1780811146,2804.808,8
1780811148,2804.744,4
1780811150,2804.776,6
1780811152,2804.739,9
1780811154,2804.853,3
1780811156,2804.791,1
1780811158,2804.813,3
1780811160,2804.776,6
1780811162,2804.938,8
1780811164,2805.025,5
1780811166,2805.206,6
1780811168,2805.388,8
1780811170,2805.133,3
1780811172,2805.085,5
1780811174,2805.247,7
1780811176,2805.180,0
1780811178,2805.212,2
1780811180,2805.349,9
1780811182,2805.414,4
1780811184,2805.452,2
1780811186,2805.704,4
1780811188,2805.422,2
1780811190,2805.638,8
1780811192,2805.772,2
1780811194,2805.829,9
1780811196,2805.932,2
1780811198,2805.759,9
1780811200,2805.600,0
1780811202,2805.623,3
1780811204,2805.526,6
1780811206,2805.684,4
1780811208,2805.466,6
1780811210,2805.624,4
1780811212,2805.454,4
1780811214,2805.054,4
1780811216,2805.029,9
1780811218,2805.372,2
1780811220,2805.183,3
1780811222,2805.260,0
1780811224,2805.139,9
1780811226,2805.176,6
1780811228,2805.154,4
1780811230,2805.160,0
1780811232,2805.345,5
1780811234,2805.462,2
1780811236,2805.154,4
1780811238,2805.189,9
1780811240,2804.908,8
1780811242,2804.916,6
1780811244,2804.792,2
1780811246,2804.807,7
1780811248,2804.698,8
1780811250,2804.619,9
1780811252,2804.623,3
1780811254,2804.406,6
1780811256,2804.250,0
1780811258,2804.102,2
1780811260,2804.354,4
1780811262,2804.293,3
1780811264,2803.898,8
1780811266,2803.540,0
1780811268,2803.775,5
1780811270,2803.918,8
1780811272,2803.616,6
1780811274,2803.600,0
1780811276,2803.766,6
1780811278,2804.050,0
1780811280,2804.157,7
1780811282,2804.100,0
1780811284,2804.055,5
1780811286,2804.064,4
1780811288,2804.262,2
1780811290,2804.437,7
1780811292,2804.295,5
1780811294,2804.227,7
1780811296,2804.302,2
1780811298,2804.429,9
1780811300,2804.332,2
1780811302,2804.492,2
1780811304,2804.624,4
1780811306,2804.746,6
1780811308,2804.917,7
1780811310,2804.844,4
1780811312,2805.131,1
1780811314,2805.378,8
1780811316,2805.327,7
1780811318,2805.194,4
1780811320,2805.235,5
1780811322,2804.824,4
1780811324,2804.768,8
1780811326,2804.653,3
1780811328,2804.828,8
1780811330,2804.567,7
1780811332,2804.705,5
1780811334,2804.721,1
1780811336,2804.733,3
1780811338,2804.757,7
1780811340,2804.696,6
1780811342,2804.551,1
1780811344,2804.729,9
1780811346,2804.641,1
1780811348,2804.231,1
1780811350,2804.542,2
1780811352,2804.621,1
1780811354,2804.532,2
1780811356,2804.677,7
1780811358,2804.780,0
1780811360,2804.672,2
1780811362,2804.758,8
1780811364,2804.400,0
1780811366,2804.344,4
1780811368,2804.592,2
1780811370,2804.458,8
